source_deposit,LABEL,LONGITUDE,LATITUDE,SOURCE,PROVINCEID,OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES
Caravel (Bindi and Dasher),1,116.56460827438696,-30.9752699813792,positive,,,,,
,0,119.8994,-33.90849999999999,other_deposit,,Hamersley Gorge Manganese,mineral deposit,WA,"Manganese, Rhodonite"
Coppin Gap (Spinifex Ridge),1,120.11068320598996,-20.882124299500592,positive,,,,,
,0,144.8676020369357,-33.884586164923206,blank_area,GA.GeologicProvince.559207,,,,
,0,139.6643,-34.867799999999995,other_deposit,,GOONDOOLO,deposit,SA,Calcite
Yiddah,1,147.33268960191052,-34.037112854106304,positive,,,,,
Monza,1,147.4134988752464,-34.24403128385767,positive,,,,,
,0,138.4044,-32.50209999999999,other_deposit,,MUTTABEE,MINE,SA,"Manganese, Cobalt"
,0,114.9849,-29.826100000000014,other_deposit,,Coolimba Limesand / Yarra Sand,mineral deposit,WA,"Limesand, Limestone"
Rosevale,1,147.38580296436808,-34.307143787895235,positive,,,,,
,0,136.2877,-33.78740000000001,other_deposit,,BAKER,MINE,SA,Gypsum
,0,121.8477609705028,-26.07645686038244,blank_area,GA.GeologicProvince.464633,,,,
,0,132.58464634241247,-21.422563940102734,blank_area,GA.GeologicProvince.468269,,,,
,0,138.50050000000002,-32.3079,other_deposit,,YANYARRIE STATION,MINE,SA,Manganese
,0,121.708,-24.69490000000004,other_deposit,,White Lake Potash - Beyondie,mineral deposit,WA,Potassium
Homer,1,147.33706173830296,-34.197144413206416,positive,,,,,
,0,114.9924,-21.846699999999984,other_deposit,,Minderoo Pool,mineral deposit,WA,"Sand - undifferentiated, Gravel"
Carangera,1,149.2274913081061,-33.32267043235944,positive,,,,,
,0,136.32825773933948,-29.89815261689153,blank_area,GA.GeologicProvince.529788,,,,
,0,123.61939999999998,-28.053400000000025,other_deposit,,Gruyere Borrow Pit 1,mineral deposit,WA,Gravel
Mount Leslie,1,148.14523365435485,-20.91739512281896,positive,,,,,
Copper Hills,1,119.98743282358238,-21.633950185245983,positive,,,,,
,0,142.83699866740662,-28.864610877567504,blank_area,GA.GeologicProvince.529302,,,,
Yiddah,1,147.30713817823377,-34.04496671094713,positive,,,,,
,0,141.89330811717227,-20.52796412235759,blank_area,GA.GeologicProvince.529302,,,,
Briggs,1,150.7638383039308,-23.99414034479676,positive,,,,,
Endeavour 43 (E43),1,147.51434323620106,-33.7234590466876,positive,,,,,
,0,144.94689272681046,-33.96809507399987,blank_area,GA.GeologicProvince.530359,,,,
Temora Group (porphyry),1,147.47424158782795,-34.346802161643026,positive,,,,,
,0,146.86700498303517,-28.191666992320684,blank_area,GA.GeologicProvince.529302,,,,
,0,119.9219,-29.811599999999963,other_deposit,,Snark ?? Lake Giles,Mine - Openpit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite"
Cullingarai,1,147.3717744663249,-34.17781484494589,positive,,,,,
,0,145.5686,-42.88749999999998,other_deposit,,Unnamed,deposit,TAS,Rutile
,0,138.74589134861662,-27.99468338875861,blank_area,GA.GeologicProvince.529302,,,,
,0,117.1386,-30.97940000000001,other_deposit,,Dowerin Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Granite, Ballast"
Ruddygore,1,144.56848477305968,-17.108184131699108,positive,,,,,
Cargo,1,148.80568576004785,-33.4441722149432,positive,,,,,
,0,138.7205,-35.337299999999985,other_deposit,,ASHBORNE,MINE,SA,Silica sand
,0,134.0660723701658,-19.74693785504481,blank_area,GA.GeologicProvince.468269,,,,
,0,138.14482029442743,-18.648964252196468,blank_area,GA.GeologicProvince.551269,,,,
,0,136.41914951295828,-24.33284873539232,blank_area,GA.GeologicProvince.529551,,,,
Woolshed,1,147.44223594002702,-34.30649297246032,positive,,,,,
Kangaroo Hill,1,147.36253955068346,-34.11692574735464,positive,,,,,
Mt. Leslie,1,140.1683629049633,-20.34139685998348,positive,,,,,
,0,115.5468,-22.317000000000014,other_deposit,,Parry Range Marble,mineral deposit,WA,"Marble, Dimension stone"
,0,115.8006,-32.16900000000005,other_deposit,,Moylan Rd Wattleup / WA Limestone,mineral deposit,WA,Limestone
,0,145.545044957815,-21.2958477726052,blank_area,GA.GeologicProvince.559189,,,,
,0,147.65221748623904,-25.162949418155065,blank_area,GA.GeologicProvince.20489,,,,
,0,139.0664,-33.9237,other_deposit,,FERTICO,MINE,SA,Magnesite
,0,145.59537404181276,-28.479376485081225,blank_area,GA.GeologicProvince.20489,,,,
Peak Hill,1,148.22714690589132,-32.74191181241105,positive,,,,,
,0,128.4844,-15.82459999999998,other_deposit,,Weaner Creek - Molly Spring,mineral deposit,WA,"Gravel, Sand - undifferentiated, Aggregate - undifferentiated, Aggregate - marine, Basalt"
,0,147.05282473094357,-27.0288055883166,blank_area,GA.GeologicProvince.27354,,,,
,0,117.1897,-21.891599999999983,other_deposit,,Kumina E,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron"
,0,117.4358,-22.518099999999997,other_deposit,,Brockman 4 - Deposit J,mineral deposit,WA,Iron
Copperhead (Julivon Creek),1,148.3184691439141,-20.50577484006814,positive,,,,,
,0,122.28140000000002,-30.1917,other_deposit,,Carosue Dam Airstrip Borrow Pit 1,mineral deposit,WA,Gravel
,0,138.4316,-34.472099999999955,other_deposit,,TELFERS,DEPOSIT,SA,Sand - undifferentiated
Endeavour E-37,1,147.99416676517538,-32.92606444847731,positive,,,,,
,0,117.4691,-22.72180000000002,other_deposit,,Turner Syncline Section 17 Main West,mineral deposit,WA,Iron
,0,117.38136584844854,-24.46640359502968,blank_area,GA.GeologicProvince.466901,,,,
,0,121.0376,-21.85399999999997,other_deposit,,Skull Springs,mineral deposit,WA,"Iron, Manganese"
,0,143.9699547186923,-24.273288293849085,blank_area,GA.GeologicProvince.529302,,,,
,0,152.9268,-27.246200000000023,other_deposit,,PETRIE (READYMIX),OPERATING MINE,QLD,Unspecified/Unknown
,0,136.96836361597144,-26.430678536339045,blank_area,GA.GeologicProvince.529549,,,,
,0,140.5753,-34.126300000000015,other_deposit,,STONY PINCH DAM NO.2,MINE,SA,Gypsum
GRP314,1,148.0083915708023,-32.92727114602484,positive,,,,,
Moorilda,1,149.3522618983394,-33.60405896856458,positive,,,,,
,0,139.96117186878544,-28.36103211625202,blank_area,GA.GeologicProvince.529801,,,,
,0,124.9357,-17.319299999999952,other_deposit,,Quarry Camp Prospect QC10,mineral deposit,WA,Dimension stone
,0,132.39489737329205,-18.414346300163032,blank_area,GA.GeologicProvince.468043,,,,
,0,149.9122,-22.989699999999942,other_deposit,,CURRAWONG,OPERATING MINE,QLD,Chrysoberyl
,0,144.37080798302463,-25.61988611857962,blank_area,GA.GeologicProvince.20489,,,,
,0,145.4125,-41.82770000000004,other_deposit,,Argent Tunnel,deposit,TAS,Lead
Limonite Hill,1,150.63082738906925,-23.68662364267976,positive,,,,,
,0,121.5217,-33.82099999999998,other_deposit,,Lot 471 Murray Rd Quallilup Lake / Triple M,mineral deposit,WA,"Agricultural Lime, Limesand"
Cullingarai,1,147.4022753279973,-34.17810154919585,positive,,,,,
,0,127.49017087263717,-16.98037848960844,blank_area,GA.GeologicProvince.429252,,,,
,0,131.8377941650138,-19.024426718076537,blank_area,GA.GeologicProvince.468269,,,,
Estoril,1,147.4214980103106,-34.252749808836235,positive,,,,,
Chinaman Creek,1,151.6132172892586,-25.19167230454044,positive,,,,,
,0,118.9331,-20.93440000000004,other_deposit,,McPhees Hill / Hall (45),mineral deposit,WA,Beryl - emerald
Woolshed,1,147.41952269841525,-34.30756497497581,positive,,,,,
,0,137.904932248493,-25.560574617362715,blank_area,GA.GeologicProvince.20489,,,,
,0,149.8244816817477,-28.40712540208929,blank_area,GA.GeologicProvince.530059,,,,
,0,132.23498496963148,-22.802695813416328,blank_area,GA.GeologicProvince.364771,,,,
Ben Mohr,1,148.84055120382155,-21.259425446585816,positive,,,,,
,0,122.0733,-22.33819999999999,other_deposit,,Kintyre Winze,mineral deposit,WA,"Uranium oxide, Uranium"
,0,117.4778,-22.811400000000003,other_deposit,,Rocklea Central West Pit 2,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron"
Mandamah,1,147.34320599975908,-34.170023864715986,positive,,,,,
Copper Hill,1,148.83659359675843,-33.039295815477075,positive,,,,,
,0,138.3119107941711,-24.549866406299945,blank_area,GA.GeologicProvince.467256,,,,
,0,137.85444484650208,-26.45200661596569,blank_area,GA.GeologicProvince.529551,,,,
,0,136.29589618650485,-30.06307093458953,blank_area,GA.GeologicProvince.529788,,,,
,0,141.55125383345515,-20.192834260977605,blank_area,GA.GeologicProvince.529302,,,,
,0,147.8669,-39.89819999999999,other_deposit,,Tanners Bay,deposit,TAS,Gemstones
,0,129.76366788974065,-24.220292548102687,blank_area,GA.GeologicProvince.22078,,,,
,0,126.05568386560743,-23.885226792166264,blank_area,GA.GeologicProvince.466901,,,,
Greens Creek,1,147.45236298732277,-34.34810341585365,positive,,,,,
Bodangora,1,148.99135094327738,-32.43729870104535,positive,,,,,
,0,124.3845,-27.3424,other_deposit,,Great Central Road Gravel 7,mineral deposit,WA,Gravel
,0,130.42276903467956,-18.74512701120853,blank_area,GA.GeologicProvince.467226,,,,
,0,123.60405234871126,-23.137562511394155,blank_area,GA.GeologicProvince.468269,,,,
,0,139.95439603736426,-27.23635530523745,blank_area,GA.GeologicProvince.529302,,,,
,0,131.92178083717016,-20.000617214762915,blank_area,GA.GeologicProvince.22109,,,,
Mount Abbot,1,147.93321671703785,-20.17649360130442,positive,,,,,
Netley Hill,1,140.07991306009325,-32.83086108555992,positive,,,,,
,0,142.6437,-24.80790000000001,other_deposit,,RAINDANCE,OPERATING MINE,QLD,Opal
,0,123.8231,-29.98399999999998,other_deposit,,Ambassador - Mulga Rock Sandstone-hosted Resources Group,mineral deposit,WA,"Uranium oxide, Uranium"
,0,131.23741703890977,-22.37955040331009,blank_area,GA.GeologicProvince.364771,,,,
,0,125.80413636622644,-23.05007720891771,blank_area,GA.GeologicProvince.466901,,,,
,0,121.8164,-30.68729999999999,other_deposit,,Township,mineral deposit,WA,"Nickel, Cobalt"
,0,125.65344803294442,-24.586030636749825,blank_area,GA.GeologicProvince.466901,,,,
,0,134.27855183326938,-20.721861186363284,blank_area,GA.GeologicProvince.468269,,,,
Dairy Hill,1,148.86966543231316,-33.26153128307574,positive,,,,,
Ridgeway,1,149.01716329152177,-33.43285796498588,positive,,,,,
,0,146.2493,-18.606600000000025,other_deposit,,COOKS LANE,OPERATING MINE,QLD,Unspecified/Unknown
,0,122.35093289641289,-26.41585728265284,blank_area,GA.GeologicProvince.466901,,,,
,0,143.4443003151342,-23.589651455613648,blank_area,GA.GeologicProvince.529302,,,,
,0,121.8364,-31.505,other_deposit,,Martin,mineral deposit,WA,Nickel
,0,143.54080147029495,-21.60357338664953,blank_area,GA.GeologicProvince.529302,,,,
Monza,1,147.36384339686086,-34.2421776981836,positive,,,,,
,0,117.4841,-22.39629999999998,other_deposit,,Borrow Pit BP275.5,mineral deposit,WA,Gravel
,0,116.977,-31.63610000000004,other_deposit,,Meckering Granite,mineral deposit,WA,"Aggregate - undifferentiated, Aggregate - coarse, Dimension stone, Granite"
,0,145.6965,-41.5617,other_deposit,,Unnamed,deposit,TAS,Iron
GRP314,1,148.0886095655166,-32.93958567660408,positive,,,,,
Kelly,1,119.86713387104987,-21.79821778803172,positive,,,,,
Boddington,1,116.3653693650187,-32.71461355858404,positive,,,,,
,0,140.5855,-33.05260000000001,other_deposit,,OAKBANK,deposit,SA,Heavy minerals
Mount Cannindah,1,151.29540199134192,-24.662724496734963,positive,,,,,
Kitticoola,1,139.1509477625694,-34.88467250224004,positive,,,,,
,0,118.6948,-22.931399999999982,other_deposit,,MAC - Hill 65,mineral deposit,WA,"Phosphorus, Iron"
Temora Group (porphyry),1,147.4643311851279,-34.312610726324856,positive,,,,,
,0,129.49449407477553,-27.3379869832372,blank_area,GA.GeologicProvince.467262,,,,
,0,117.2644,-33.14679999999998,other_deposit,,Wagin northwest,mineral deposit,WA,Clay - brick
,0,145.4827,-42.360900000000015,other_deposit,,Unnamed,deposit,TAS,Coal - brown
,0,118.9605,-22.90560000000002,other_deposit,,Packsaddle Range P3,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron"
,0,139.33647076021558,-24.13010852306778,blank_area,GA.GeologicProvince.364771,,,,
Mount Angelo,1,127.5053272345798,-18.442012389067656,positive,,,,,
,0,136.71149757697896,-26.53918500592335,blank_area,GA.GeologicProvince.20489,,,,
,0,139.37027218232728,-21.593821572936687,blank_area,GA.GeologicProvince.559196,,,,
,0,124.27130664353682,-26.600019538087043,blank_area,GA.GeologicProvince.468269,,,,
Kangaroo Hill,1,147.3985302368528,-34.111999892296126,positive,,,,,
,0,145.64085377059305,-31.789711033363005,blank_area,GA.GeologicProvince.535919,,,,
,0,129.89219171178814,-16.935674270727333,blank_area,GA.GeologicProvince.569185,,,,
,0,137.5793,-35.112999999999964,other_deposit,,J. YOUNG,MINE,SA,Salt
Yeppoon,1,150.72099248970972,-23.001913232542048,positive,,,,,
Greenvale Project (Cockie Creek deposit),1,144.75662456878743,-19.071786501097723,positive,,,,,
,0,142.95098140523444,-22.04076931416723,blank_area,GA.GeologicProvince.559204,,,,
,0,128.736471646933,-17.485376523848597,blank_area,GA.GeologicProvince.467206,,,,
,0,142.92377914201836,-21.053923338509478,blank_area,GA.GeologicProvince.529302,,,,
Caravel (Bindi and Dasher),1,116.61729447222451,-30.94613287850933,positive,,,,,
Ben Mohr,1,148.86561630358483,-21.26078843825092,positive,,,,,
Moorilda,1,149.31499851837324,-33.595250486690254,positive,,,,,
Kiwi Carpet,1,150.9108632894537,-24.63862879287165,positive,,,,,
,0,132.8574339188428,-26.31310023463194,blank_area,GA.GeologicProvince.466901,,,,
Beaks Mountain,1,147.6392577980909,-20.022239354727024,positive,,,,,
,0,127.06467317836116,-25.364752585834086,blank_area,GA.GeologicProvince.467262,,,,
,0,139.21,-30.06449999999999,other_deposit,,GREAT NORTHERN,MINE,SA,"Lead, Zinc"
,0,133.9352365181679,-21.389107710514946,blank_area,GA.GeologicProvince.468269,,,,
Beaks Mountain,1,147.5870849968047,-20.004674454836064,positive,,,,,
Mt. Robin,1,146.95497552143704,-20.573039810572176,positive,,,,,
,0,145.5653427275236,-24.701731433233032,blank_area,GA.GeologicProvince.20489,,,,
,0,129.92825771464368,-15.710062642420487,blank_area,GA.GeologicProvince.569185,,,,
,0,127.686,-18.184800000000077,other_deposit,,Halls Creek North / Guerinoni,mineral deposit,WA,Sand - undifferentiated
,0,142.79250365985624,-27.86676701335866,blank_area,GA.GeologicProvince.529551,,,,
Mount Angelo,1,127.49299265089218,-18.43714341113259,positive,,,,,
,0,117.3285709266845,-24.58798873498137,blank_area,GA.GeologicProvince.464560,,,,
,0,138.2487,-34.38890000000003,other_deposit,,LORNE,MINE,SA,Sea shells / shell grit
,0,127.39201223100584,-27.96288721865061,blank_area,GA.GeologicProvince.468269,,,,
Bank,1,146.76093122524662,-20.1292647925843,positive,,,,,
,0,127.61359929274468,-15.153424010080617,blank_area,GA.GeologicProvince.468269,,,,
,0,129.1699415726812,-23.861858624246302,blank_area,GA.GeologicProvince.467256,,,,
Dairy Hill,1,148.87871638945774,-33.2519080574872,positive,,,,,
,0,137.6378,-35.11240000000002,other_deposit,,DIAMOND LAKE,MINE,SA,Salt
,0,153.4427,-27.476000000000013,other_deposit,,MYORA,OPERATING MINE,QLD,"Silica sand, Rutile, Industrial mineral"
,0,148.0625,-22.038399999999967,other_deposit,,GROSVENOR DOWNS (UREMBA),OPERATING MINE,QLD,Unspecified/Unknown
Eurowie,1,147.4246775239086,-33.841133203662174,positive,,,,,
,0,143.04335166445534,-28.33525308868336,blank_area,GA.GeologicProvince.20489,,,,
,0,153.3231,-27.19620000000001,other_deposit,,MIDDLE BANKS (BORAL),OPERATING MINE,QLD,Sand - undifferentiated
,0,137.68606979445258,-25.42854987692357,blank_area,GA.GeologicProvince.20489,,,,
,0,145.3124,-41.91629999999997,other_deposit,,Nickel Prospect,deposit,TAS,Nickel
,0,138.33854640462613,-20.92247398206231,blank_area,GA.GeologicProvince.529556,,,,
,0,131.95956480850612,-28.616999293899383,blank_area,GA.GeologicProvince.22115,,,,
,0,118.5969,-23.48809999999999,other_deposit,,Turee Creek Uranium,mineral deposit,WA,"Uranium oxide, Uranium"
Dogwood,1,148.01390405331307,-37.5967706035762,positive,,,,,
,0,139.7013,-33.06019999999996,other_deposit,,IRONBACK HILL,deposit,SA,Iron
Copperhead (Julivon Creek),1,148.3004613090995,-20.54138020262649,positive,,,,,
,0,145.5443430116744,-21.312307225148217,blank_area,GA.GeologicProvince.20489,,,,
Marsden,1,147.53584380280026,-33.75400778536751,positive,,,,,
Titov,1,146.69197621951557,-19.99395299677808,positive,,,,,
,0,118.9096,-21.05960000000003,other_deposit,,Pilgangoora No 3 Workings,mineral deposit,WA,"Tantalum, Tin"
,0,137.56006592801393,-27.86850427006876,blank_area,GA.GeologicProvince.529551,,,,
,0,134.34586200074855,-24.309895679862585,blank_area,GA.GeologicProvince.22078,,,,
Estoril,1,147.4060795493613,-34.28539706562916,positive,,,,,
,0,153.0512,-26.522999999999996,other_deposit,,COOLUM SANDS,OPERATING MINE,QLD,Sand - undifferentiated
,0,126.35717036541884,-27.437385031549116,blank_area,GA.GeologicProvince.468269,,,,
Endeavour E-37,1,148.00088629955707,-32.91839296842258,positive,,,,,
,0,150.4679,-23.32680000000002,other_deposit,,PINK LILY SANDS,OPERATING MINE,QLD,Gravel
,0,128.47319182704487,-26.930853053603617,blank_area,GA.GeologicProvince.466901,,,,
,0,121.4925,-30.47979999999997,other_deposit,,Nine Mile Rockhole Sand,mineral deposit,WA,Sand - undifferentiated
Titov,1,146.70067277833238,-19.971674468555925,positive,,,,,
,0,127.27794060868658,-23.995201201977345,blank_area,GA.GeologicProvince.364772,,,,
Mount Darcy,1,143.23275264946153,-18.270516574901844,positive,,,,,
,0,139.22512920159787,-24.538200404583407,blank_area,GA.GeologicProvince.529302,,,,
,0,138.33198607505994,-25.822261189242838,blank_area,GA.GeologicProvince.529302,,,,
,0,141.4572,-37.491699999999966,other_deposit,,Wando Vale,mineral deposit,VIC,Granite
,0,146.2339,-18.575000000000014,other_deposit,,MOUNT MARAGEN,OPERATING MINE,QLD,Unspecified/Unknown
,0,146.19003858266095,-28.10575402654883,blank_area,GA.GeologicProvince.20489,,,,
,0,115.6057,-29.5616,other_deposit,,Durack / Sheffield,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene"
,0,120.52819999999998,-29.8913,other_deposit,,WABMINES PJB2978,mineral deposit,WA,Gravel
,0,138.3009451681996,-25.834181447768653,blank_area,GA.GeologicProvince.529801,,,,
,0,117.7455,-28.12710000000003,other_deposit,,Mt Magnet North Gravel pit / Main Roads,mineral deposit,WA,"Gravel, Sand - construction"
Kiwi Carpet,1,150.89713796298875,-24.667312602339848,positive,,,,,
,0,123.7381,-16.13300000000002,other_deposit,,Koolan Group,mineral deposit,WA,"Alumina, Phosphorus, Unspecified/Unknown, Iron"
,0,144.43493560140692,-26.963815247378477,blank_area,GA.GeologicProvince.20489,,,,
,0,131.8718,-13.573399999999973,other_deposit,,Jasmine West,Operating mine,NT,Iron ore
,0,135.2097592096086,-21.621364650976137,blank_area,GA.GeologicProvince.468269,,,,
,0,138.8223,-31.093000000000025,other_deposit,,FIRST HILL,MINE,SA,Manganese
,0,138.2985,-33.73930000000003,other_deposit,,LOCHIEL NORTH,DEPOSIT,SA,Coal - undifferentiated
,0,127.1177126584115,-24.016182776256368,blank_area,GA.GeologicProvince.466901,,,,
Struck Oil,1,150.486694476349,-23.62705139037817,positive,,,,,
,0,125.5421135510496,-27.4068268615567,blank_area,GA.GeologicProvince.464632,,,,
,0,121.92270000000002,-29.53920000000002,other_deposit,,Boyce Creek Chrysoprase,mineral deposit,WA,"Chrysoprase, Chalcedony - undifferentiated, Magnesite"
,0,133.68424784362043,-20.040115370544186,blank_area,GA.GeologicProvince.22109,,,,
Cadia Hill-Cadia Quarry,1,149.0050693491417,-33.499184466967144,positive,,,,,
,0,134.7263685557206,-17.828063810638092,blank_area,GA.GeologicProvince.468269,,,,
,0,146.6065751666465,-28.64335580098717,blank_area,GA.GeologicProvince.20489,,,,
Moorilda,1,149.4135622443706,-33.61485938509579,positive,,,,,
Gibraltar Rock,1,152.40542721809257,-26.138867421473616,positive,,,,,
,0,135.28371760923127,-24.73944323127199,blank_area,GA.GeologicProvince.529549,,,,
,0,135.88163094638185,-29.267099779579343,blank_area,GA.GeologicProvince.40671,,,,
,0,138.5598,-33.278399999999955,other_deposit,,NEINDORF,MINE,SA,Unspecified/Unknown
Kangiara,1,148.78960868321775,-34.632571594657286,positive,,,,,
,0,144.34580000000005,-37.09599999999999,other_deposit,,Elphinstone,mineral deposit,VIC,Granite
Endeavour E-37,1,147.9593588349114,-32.90815040505355,positive,,,,,
,0,115.88219999999998,-31.49460000000001,other_deposit,,Muchea Silica Sand,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Titanium dioxide, Silica sand, Sand - undifferentiated"
Rosevale,1,147.38575925972384,-34.280646430981605,positive,,,,,
,0,139.4285,-20.480999999999973,other_deposit,,SPRING CK,OPERATING MINE,QLD,Unspecified/Unknown
Dogwood,1,148.0434338362953,-37.58269869557963,positive,,,,,
,0,140.3797007373699,-28.454410097962064,blank_area,GA.GeologicProvince.529551,,,,
Veedas,1,147.983422069807,-32.96351743863697,positive,,,,,
,0,133.44599999254527,-24.15729349023672,blank_area,GA.GeologicProvince.364772,,,,
Yiddah,1,147.33194945230184,-34.05995230633376,positive,,,,,
,0,117.7256,-27.38240000000001,other_deposit,,Governess North,mineral deposit,WA,Limestone
,0,141.20771420343465,-33.28626791493543,blank_area,GA.GeologicProvince.530359,,,,
Copper Hill,1,148.86724883550528,-33.06050786738568,positive,,,,,
,0,145.4365,-27.56860000000005,other_deposit,,FIERY COMET,OPERATING MINE,QLD,Opal
,0,116.7273,-20.82460000000003,other_deposit,,Mt Regal / Boral,Mine - Openpit,WA,"Aggregate - undifferentiated, Aggregate - coarse, Bush rock, Sand - undifferentiated, Basalt"
GRP314,1,148.03287123897653,-32.90669049215949,positive,,,,,
,0,115.5501,-28.472799999999964,other_deposit,,Wenmillia Dam,mineral deposit,WA,Kaolin
,0,134.7186,-32.913999999999966,other_deposit,,TOMNEY,DEPOSIT,SA,Kaolin
Bowen Park,1,148.83120849832602,-33.32067421283653,positive,,,,,
,0,141.88476597534586,-21.69179663555546,blank_area,GA.GeologicProvince.550790,,,,
,0,124.7111,-16.94739999999999,other_deposit,,King Sound Northeast,mineral deposit,WA,Tin
Mount Abbot,1,147.98357212863155,-20.19381332680679,positive,,,,,
Cullingarai,1,147.41575964104467,-34.21417325181043,positive,,,,,
,0,133.0905703800451,-24.46043136734726,blank_area,GA.GeologicProvince.467256,,,,
Dogwood,1,148.00934626501925,-37.55606805179228,positive,,,,,
,0,141.1431591639685,-27.24182365995073,blank_area,GA.GeologicProvince.529801,,,,
,0,121.70222188694048,-19.506930549942133,blank_area,GA.GeologicProvince.576006,,,,
,0,136.0829829649449,-25.175785850784838,blank_area,GA.GeologicProvince.20489,,,,
Gooleys,1,149.08504522992055,-33.5130910854168,positive,,,,,
Hopetoun,1,148.01170832487367,-32.97641651471512,positive,,,,,
,0,114.9545,-22.88590000000003,other_deposit,,Barradale Sand 2,mineral deposit,WA,Sand - undifferentiated
,0,137.66468026668073,-19.522755248825558,blank_area,GA.GeologicProvince.529556,,,,
,0,149.31502824351273,-25.539069169219605,blank_area,GA.GeologicProvince.27354,,,,
,0,142.7736,-36.51769999999996,other_deposit,,WIM 250 Global Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon"
,0,121.15030000000002,-28.846499999999978,other_deposit,,WABMINES CDS44881,mineral deposit,WA,Sand - undifferentiated
,0,142.7321,-23.74709999999998,other_deposit,,TESLER,OPERATING MINE,QLD,Opal
Mount Darcy,1,143.24002842365903,-18.256920867711223,positive,,,,,
,0,119.1717,-30.228500000000007,other_deposit,,Mt Jackson J1 East (Stage 6),mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron"
,0,115.1429,-29.431500000000025,other_deposit,,Dongara HMS Group,mineral deposit,WA,"Ilmenite, Leucoxene, Rutile, Zircon, Heavy minerals"
,0,129.33044752607069,-24.19667750223429,blank_area,GA.GeologicProvince.364772,,,,
Tartana project,1,144.2601148043177,-16.927710853360445,positive,,,,,
Endeavour E-37,1,148.04317759179278,-32.919753815406445,positive,,,,,
,0,139.0181,-33.33509999999997,other_deposit,,PETER PAN,MINE,SA,Lead
,0,115.5459,-30.74320000000003,other_deposit,,Cataby Resource Group,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene, Staurolite, Garnet, Monazite"
,0,131.799147241781,-22.434779899159704,blank_area,GA.GeologicProvince.22113,,,,
Dairy Hill,1,148.82380568006712,-33.213337070671535,positive,,,,,
,0,147.7848,-41.7646,other_deposit,,Unnamed,deposit,TAS,Lead
,0,145.14132045923463,-21.179157475300148,blank_area,GA.GeologicProvince.20489,,,,
,0,129.6676346236586,-25.80731827051973,blank_area,GA.GeologicProvince.466901,,,,
,0,136.42572967158875,-20.52346456619719,blank_area,GA.GeologicProvince.468269,,,,
Anabama Hill,1,140.21107854639797,-32.72204819857548,positive,,,,,
Moorilda,1,149.345688944039,-33.580706773825966,positive,,,,,
Mount Cannindah,1,151.27676123946495,-24.67021997276529,positive,,,,,
,0,123.18480557904078,-25.225604957517973,blank_area,GA.GeologicProvince.466901,,,,
,0,145.7194,-37.6388,other_deposit,,Acheron River,mineral deposit,VIC,"Ilmenite, Rutile, Zircon"
,0,143.7161,-37.15150000000002,other_deposit,,A. G. Leech (Gravel) Pty Ltd,mineral deposit,VIC,"Basalt, Construction materials"
,0,138.58093066839058,-28.41608728912024,blank_area,GA.GeologicProvince.20489,,,,
,0,139.9733108401076,-27.06204872137694,blank_area,GA.GeologicProvince.529801,,,,
,0,142.95385615403083,-29.018727464728784,blank_area,GA.GeologicProvince.529302,,,,
,0,131.55194076263095,-19.02765380330271,blank_area,GA.GeologicProvince.468269,,,,
,0,137.7763,-30.008100000000024,other_deposit,,WEST MOUNT HUT,deposit,SA,Magnesia (magnesium oxide)
,0,152.3772,-27.39259999999998,other_deposit,,BUARABA CREEK (HITEC),OPERATING MINE,QLD,Gravel
Town Creek,1,146.75384332537703,-20.428289297343916,positive,,,,,
,0,137.26133270016098,-20.98265236754513,blank_area,GA.GeologicProvince.468269,,,,
,0,133.4581997613204,-14.737831675463152,blank_area,GA.GeologicProvince.468269,,,,
,0,124.5963,-16.987099999999963,other_deposit,,Hawkstone Creek 1,mineral deposit,WA,Garnet
Mount Vista,1,147.87247732935427,-20.54786502624764,positive,,,,,
Yiddah,1,147.32178176904878,-34.01346483246718,positive,,,,,
,0,135.53973679261463,-24.63534640482517,blank_area,GA.GeologicProvince.467262,,,,
,0,138.2728,-34.4326,other_deposit,,WEBB BEACH,MINE,SA,Salt
,0,139.29839004626552,-22.0018778196359,blank_area,GA.GeologicProvince.529556,,,,
Coalstoun,1,151.83832753089212,-25.61321535025922,positive,,,,,
Moonmera,1,150.4076976768569,-23.581186774806408,positive,,,,,
,0,119.2996,-22.8096,other_deposit,,Billiard - Billiard South,mineral deposit,WA,Iron
,0,120.0853,-30.356100000000005,other_deposit,,Sandy Ridge / Tellus,mineral deposit,WA,Kaolin
