longitude,latitude,label,gravity_iso_residual,gravity_cscba,gravity_cscba_1vd,mag_uc_1_2km,mag_uc_2_4km,mag_uc_4_8km,mag_uc_8_12km,mag_uc_12_16km,mag_uc_2_4km_1vd,radio_k_pct,radio_th_ppm,radio_u_ppm,gravity_iso_residual_stddev3x3_log1p,gravity_cscba_stddev3x3_log1p,mag_uc_2_4km_thd_log1p,mag_uc_2_4km_stddev3x3_log1p,radio_th_k_ratio_log1p,radio_u_k_ratio_log1p,radio_u_th_ratio_log1p
145.2776953495292,-34.10713448518631,0,52.22359085083008,349.3928527832031,-40.59006,0.5845756,0.9929702,1.5163368,1.2710406,1.2044028,-0.0007798524,1.1045984029769895,10.030174255371094,1.3675329685211182,0.5608224310772603,3.637891691994017,0.0014883827087201452,0.03733784551616296,2.3108365735271112,0.8059028627784671,0.12791123717830244
125.71410812474026,-23.94392938120792,0,-195.990966796875,-534.0884399414062,-556.97266,3.9310875,5.4035206,5.3437634,1.7134662,-0.07108019,-0.013590612,0.1581484973430633,15.495624542236328,1.3025517463684082,1.2455581618105311,3.8857713050918554,0.021318116597237147,0.43767017935210895,4.362819845760927,2.0166027394469177,0.08082099727743203
148.82172730896266,-21.846854451995817,1,376.4988708496094,-531.5261840820312,198.01955,-15.8081455,0.00051345647,9.551896,1.4172449,-2.1600156,-0.091867566,0.327474445104599,3.2125024795532227,0.5078914165496826,0.651574206208245,3.853080318366113,0.09200944746679796,1.2420183079601788,2.391786139007692,0.9526216384731537,0.14808986113164435
134.8512725669613,-19.14514363422185,0,10.045642852783203,-709.5623779296875,-201.86922,-12.336065,-17.813541,-20.743647,-12.951694,-10.113371,0.025990235,0.281604528427124,7.375026226043701,0.8065239787101746,0.8599255233636651,4.1197924992392405,0.028516943189983796,0.5527838461348334,3.3002259191633807,1.355248366113753,0.10528803378303175
142.58796849310153,-28.984737668338983,0,-34.1058464050293,114.80472564697266,-124.66106,-2.5774524,-4.013026,-5.520884,-3.453854,-2.26458,-0.0068110046,0.4423689544200897,3.28747034072876,0.6415567398071289,1.1689930854299093,4.480569424867773,0.014571014281526079,0.31787683747466355,2.1321088813826083,0.9022164847221243,0.18085009270657262
136.81413890492215,-18.7251155218202,0,-120.89600372314452,-893.4555053710938,-344.79138,-5.561754,-7.591789,-7.924789,-4.3802695,-3.4189053,-0.01375172,0.3754163980484009,10.250823974609377,1.164590835571289,0.69020452519337,3.786858183806064,0.015980383782210908,0.34464496301163206,3.353922249290701,1.4128619528510524,0.10775770828794655
135.36688875662327,-20.151999883579208,0,-23.435699462890625,-1142.7474365234375,-273.02222,1.8271562,9.080926,15.6793585,6.9863353,2.2407417,0.007805767,0.3538091480731964,5.714574337005615,0.7145093679428101,0.7906243743289217,3.6296998814608603,0.019969103634303573,0.42011158948430205,2.84296392656568,1.1065133380810719,0.11791836877851332
134.88680553950752,-26.30791557204168,0,-256.1297912597656,-385.729248046875,-443.74612,19.642061,34.214943,50.674988,34.066383,23.5777,-0.008861511,0.8636990189552307,8.695789337158203,1.3645644187927246,1.9869118714235512,5.748726426227082,0.03203231146756762,0.6050597339058755,2.406119315069898,0.9490635422331776,0.1458268723385919
149.58313894805755,-28.03247968192808,0,-52.21497344970703,-851.5639038085938,-259.03076,3.17908,10.11818,21.985983,18.766752,15.402177,0.025971912,0.4336267113685608,9.344468116760254,1.4528414011001587,0.43623676677491807,3.4641266398804675,0.03007582099149808,0.5771398717420396,3.1304386772007975,1.4851444949952475,0.1448572181131463
116.3675765717626,-32.74688367161753,1,176.59844970703125,23.52929878234864,-30.54982,-8.608853,-15.804117,-23.46201,-10.704259,-2.526875,-0.055277247,-0.0298551376909017,27.336271286010746,2.932241201400757,1.1954019795166126,4.888959591834497,0.058579280708138774,0.9323139123248613,4.924942073170141,2.751186714762396,0.10244202825284035
