source_deposit,LABEL,LONGITUDE,LATITUDE,PROVINCEID
Mt. Leslie,1,140.1793581659099,-20.302998665394355,
,0,131.38612433480714,-18.201662958323027,GA.GeologicProvince.467226
,0,122.20615803474792,-22.92306864554666,GA.GeologicProvince.466901
,0,122.86805923551164,-24.23124485357081,GA.GeologicProvince.466901
,0,143.56445581651215,-27.762249347729824,GA.GeologicProvince.20489
,0,147.12089972744468,-30.709806050359887,GA.GeologicProvince.559178
,0,134.27105574245795,-22.052656804037625,GA.GeologicProvince.364771
,0,130.77888080843215,-18.628092130435,GA.GeologicProvince.22109
,0,150.09564630306485,-25.41062677362769,GA.GeologicProvince.530059
,0,135.01955410878904,-21.28570072946214,GA.GeologicProvince.468269
,0,135.03581130632574,-28.924333335275147,GA.GeologicProvince.529302
Mannersley,1,150.84302791123437,-24.04672395243668,
,0,134.39306351908348,-17.717640286874808,GA.GeologicProvince.529556
,0,141.55895909980566,-25.75205085353438,GA.GeologicProvince.529801
,0,148.6200448908753,-25.63573646314306,GA.GeologicProvince.20489
Waitara,1,148.83007504175433,-21.768429267529072,
,0,140.0619816134952,-27.815850593668674,GA.GeologicProvince.529551
,0,124.61731439941748,-26.00852096816928,GA.GeologicProvince.468269
,0,148.477824941191,-25.138375736698933,GA.GeologicProvince.530059
Sunday Creek,1,148.48897273258217,-37.52373932802181,
,0,133.4581997613204,-14.737831675463152,GA.GeologicProvince.468269
Chinaman Creek,1,151.6132172892586,-25.19167230454044,
Dogwood,1,147.96893205956454,-37.595812105987605,
,0,146.02152165486993,-28.25667769293377,GA.GeologicProvince.20489
,0,141.8137406370244,-21.29557949613864,GA.GeologicProvince.529727
,0,133.16046663729136,-17.93079478769301,GA.GeologicProvince.468269
,0,145.8308590727696,-28.02984266497944,GA.GeologicProvince.20489
,0,142.91622430407875,-14.995798399952283,GA.GeologicProvince.20444
,0,136.0642843321751,-22.3578973564546,GA.GeologicProvince.529556
,0,131.35129905440306,-18.35928525999681,GA.GeologicProvince.22109
Estoril,1,147.4214980103106,-34.252749808836235,
,0,132.6481795650865,-19.61027575347331,GA.GeologicProvince.468269
,0,127.7727408728997,-18.868119957389226,GA.GeologicProvince.429252
,0,129.42169301301698,-21.417466169871705,GA.GeologicProvince.468269
,0,130.42276903467956,-18.74512701120853,GA.GeologicProvince.467226
,0,121.5108818891368,-23.404238123566287,GA.GeologicProvince.468269
,0,137.904932248493,-25.560574617362715,GA.GeologicProvince.20489
Coppin Gap (Spinifex Ridge),1,120.1179695520544,-20.89676840120145,
,0,137.62686113910652,-21.93402863255952,GA.GeologicProvince.467256
,0,136.03097233241917,-23.53476542438545,GA.GeologicProvince.467256
,0,147.64592982708942,-34.939355857902235,GA.GeologicProvince.559178
,0,137.56006592801393,-27.86850427006876,GA.GeologicProvince.529551
,0,143.5552067930185,-21.2645751338188,GA.GeologicProvince.559204
Ben Mohr,1,148.8570752335052,-21.268452744082527,
,0,115.41528418041274,-25.44734474422261,GA.GeologicProvince.464192
,0,141.5696961889265,-29.179095595924892,GA.GeologicProvince.529801
,0,140.0707000026435,-21.306130264101515,GA.GeologicProvince.529556
,0,131.35107604726323,-25.085935786948948,GA.GeologicProvince.466901
,0,133.15673777922774,-21.15637458207796,GA.GeologicProvince.467256
,0,126.0882341155398,-25.63547661813127,GA.GeologicProvince.466901
,0,146.71083391049748,-23.76843395362159,GA.GeologicProvince.20489
,0,143.4729840363558,-29.983646712762745,GA.GeologicProvince.20489
Limonite Hill,1,150.64406391813952,-23.69088342536879,
,0,145.37564339407683,-29.25147517276268,GA.GeologicProvince.20489
,0,124.4131084873349,-16.078653694034056,GA.GeologicProvince.467107
,0,127.30480731932438,-28.344063497884846,GA.GeologicProvince.22115
Barrabas Creek,1,146.78618154047462,-20.110780917758643,
Netley Hill,1,140.0486350601371,-32.80007637777019,
,0,124.10559066359885,-25.94406919063545,GA.GeologicProvince.466902
,0,133.8345989030703,-15.44989774310658,GA.GeologicProvince.468269
,0,145.32819500280186,-21.088093365278294,GA.GeologicProvince.529302
,0,142.15906608572047,-25.20799507284429,GA.GeologicProvince.529511
Greenvale Project (Cockie Creek deposit),1,144.7396054300603,-19.066638303209203,
,0,137.8664868089435,-28.852267004447427,GA.GeologicProvince.529801
Woolshed,1,147.41952269841525,-34.30756497497581,
,0,136.01434606817529,-22.110301586779137,GA.GeologicProvince.529556
,0,136.05395339486216,-22.60663117911199,GA.GeologicProvince.529556
,0,146.27449422702037,-23.48524264597573,GA.GeologicProvince.550790
,0,124.5797905233492,-22.50281422468866,GA.GeologicProvince.468269
,0,125.33938501189336,-26.349324176937827,GA.GeologicProvince.466901
,0,134.39472351921114,-25.452493697097143,GA.GeologicProvince.529549
,0,141.22706591676354,-27.371840299035163,GA.GeologicProvince.20489
Whitewash,1,150.90347002327417,-24.8332359968783,
,0,136.40062956205537,-29.896111834285698,GA.GeologicProvince.529302
,0,132.4714199997618,-20.189978603795275,GA.GeologicProvince.22109
Kelly,1,119.88408291554056,-21.770680192680867,
,0,135.59786831124873,-23.309224050759266,GA.GeologicProvince.468269
Central Cowal,1,147.47450257105777,-33.64812993874625,
,0,124.3125227957408,-25.69111941960314,GA.GeologicProvince.22115
,0,138.6203562414317,-22.041961283691275,GA.GeologicProvince.364771
Endeavour E-28,1,148.04792950316448,-32.9499061339624,
,0,128.97918685703291,-23.13212030294988,GA.GeologicProvince.466901
,0,133.42946276466174,-20.1125673593347,GA.GeologicProvince.22109
,0,147.88522896710276,-29.17456050239897,GA.GeologicProvince.27354
,0,134.1044159721735,-24.57502901463941,GA.GeologicProvince.466901
,0,132.6822340375128,-23.54743966558941,GA.GeologicProvince.364772
,0,126.6259085514864,-15.168058249169816,GA.GeologicProvince.467107
,0,131.73550800632165,-17.869581381992457,GA.GeologicProvince.468269
,0,143.95383712281574,-27.816927408345403,GA.GeologicProvince.529801
,0,145.11381753573806,-25.60693653624967,GA.GeologicProvince.20489
,0,136.74470503854275,-20.35368116032922,GA.GeologicProvince.468269
Beaks Mountain,1,147.6210275215737,-19.98646757746281,
,0,149.31502824351273,-25.539069169219605,GA.GeologicProvince.27354
,0,124.80620643114902,-24.021914233764434,GA.GeologicProvince.22115
,0,139.14159829379088,-28.88526777225921,GA.GeologicProvince.529551
,0,131.5621555670071,-25.16139965480806,GA.GeologicProvince.22078
,0,130.25789161069946,-22.97638244037412,GA.GeologicProvince.467256
,0,131.31310560717006,-18.29332425559142,GA.GeologicProvince.468269
Gooleys,1,149.07233204950273,-33.5073154214367,
,0,123.0041467984975,-22.834702047280828,GA.GeologicProvince.466205
,0,134.36584275484455,-23.70084506447096,GA.GeologicProvince.22078
,0,128.28752082913385,-25.353575678356822,GA.GeologicProvince.467262
Struck Oil,1,150.4813916289823,-23.617135275440244,
,0,137.22547651070028,-24.721737677240515,GA.GeologicProvince.20489
,0,136.15614937725633,-21.93321730341151,GA.GeologicProvince.529556
,0,125.431543884056,-23.34664573618168,GA.GeologicProvince.466902
,0,131.80156345678304,-19.897208048533383,GA.GeologicProvince.468041
,0,123.33026595569396,-21.351643484696982,GA.GeologicProvince.468269
Coppin Gap (Spinifex Ridge),1,120.10475115918706,-20.85876192900777,
,0,130.02498748494938,-16.846001554421985,GA.GeologicProvince.468269
,0,140.7522401101307,-28.623514396572077,GA.GeologicProvince.529302
,0,144.66195067911198,-29.04200548772798,GA.GeologicProvince.20489
,0,126.4226654792997,-20.653093807545563,GA.GeologicProvince.468269
Mount Cannindah,1,151.27942182514508,-24.66902439355985,
,0,132.39489737329205,-18.414346300163032,GA.GeologicProvince.468043
,0,125.1335887680903,-27.52621088291912,GA.GeologicProvince.22115
,0,130.89114789432395,-20.23924662031533,GA.GeologicProvince.364771
,0,134.76255476125098,-16.33319725289303,GA.GeologicProvince.529556
,0,136.12536382312769,-24.75483930737137,GA.GeologicProvince.20489
,0,134.55419206608286,-24.51188504328885,GA.GeologicProvince.466901
,0,134.72706984211848,-25.09654819484451,GA.GeologicProvince.364772
,0,140.24055403663974,-29.232971442905363,GA.GeologicProvince.529801
,0,124.94748847556684,-25.984732595133494,GA.GeologicProvince.22115
,0,139.9302338452344,-27.83146432548441,GA.GeologicProvince.529511
Cadia East-Cadia Far East,1,148.99763159876522,-33.46386443846599,
,0,130.38648331610844,-15.774217271495605,GA.GeologicProvince.468269
Cullingarai,1,147.4022753279973,-34.17810154919585,
,0,127.89197503874809,-23.605035739734983,GA.GeologicProvince.22078
,0,142.9635590404173,-25.7008695394118,GA.GeologicProvince.529302
,0,143.56757716089618,-27.360030192253184,GA.GeologicProvince.20489
,0,127.50594461427625,-26.836545181668832,GA.GeologicProvince.466901
Ben Mohr,1,148.89824293854906,-21.258871399901015,
,0,138.02006713363295,-25.4789326596433,GA.GeologicProvince.20489
Mt. Leslie,1,140.15418193043152,-20.351412116470783,
,0,131.40265099889646,-24.57407188984143,GA.GeologicProvince.364772
,0,126.99029033731875,-16.68102983909361,GA.GeologicProvince.467107
,0,149.50191554346765,-28.48067947583617,GA.GeologicProvince.27354
,0,124.94139777309236,-29.97417857860412,GA.GeologicProvince.556275
,0,145.7307667185383,-21.329377172585847,GA.GeologicProvince.550790
,0,125.3002118586756,-26.817289572752166,GA.GeologicProvince.466901
Mount Vista,1,147.87422283323315,-20.56701787092482,
,0,123.3543112208316,-22.98661706408642,GA.GeologicProvince.466901
,0,127.8245449212678,-17.011821277967307,GA.GeologicProvince.468269
,0,129.0696457604764,-24.87734064234833,GA.GeologicProvince.466901
,0,141.5001028775865,-20.94193057781865,GA.GeologicProvince.529727
,0,131.57384063379968,-16.97471961849204,GA.GeologicProvince.468269
Dimbulah,1,145.0713887945467,-17.26045437955505,
,0,123.62934541375084,-28.99022912275313,GA.GeologicProvince.464632
,0,132.07643034725413,-17.0333584062989,GA.GeologicProvince.468269
,0,135.5906242214313,-25.850358620142625,GA.GeologicProvince.529302
,0,125.05206299979277,-24.422349650344625,GA.GeologicProvince.22115
,0,122.7422847612026,-24.13294475702391,GA.GeologicProvince.468269
,0,123.13559213052748,-21.77398112395073,GA.GeologicProvince.466191
,0,125.38471026040664,-26.1640978368469,GA.GeologicProvince.464632
Northparkes district (includes Endeavour -22 -26 -27 and -48),1,148.00991614565916,-32.94363493943688,
,0,146.12888049793963,-22.249614335571128,GA.GeologicProvince.559189
Endeavour E-31N,1,148.04754841527256,-32.95451968775589,
,0,123.94415518403328,-23.549943285108515,GA.GeologicProvince.466901
,0,130.40846802992135,-20.100422790196077,GA.GeologicProvince.467256
,0,145.51969207288337,-21.91626343678015,GA.GeologicProvince.550790
,0,136.08439355142167,-24.67727629712447,GA.GeologicProvince.529801
,0,142.36089494148106,-30.057086759120885,GA.GeologicProvince.20489
,0,124.99935996882112,-15.303241506687042,GA.GeologicProvince.467107
,0,130.5583358893162,-28.450721247600907,GA.GeologicProvince.22115
,0,125.7151321744361,-23.95480663182845,GA.GeologicProvince.466901
,0,134.57717554684723,-24.208683212472568,GA.GeologicProvince.364772
,0,134.95005670132812,-21.600732775096763,GA.GeologicProvince.529556
,0,143.71767090753863,-29.78795050004089,GA.GeologicProvince.529302
,0,127.11072170935824,-22.2602596485791,GA.GeologicProvince.468269
,0,132.16822431530971,-27.835590265573707,GA.GeologicProvince.22115
Kangiara,1,148.770771731622,-34.6464550738812,
,0,144.2925753895397,-26.89179669575822,GA.GeologicProvince.529801
,0,132.58523228270076,-15.70094622528629,GA.GeologicProvince.557149
,0,144.73850927682972,-21.764586762378453,GA.GeologicProvince.529302
,0,133.7064539710194,-23.508775896418864,GA.GeologicProvince.466901
,0,125.8388760426571,-27.02443190271367,GA.GeologicProvince.464632
,0,126.59219729922066,-26.99534490863506,GA.GeologicProvince.468269
,0,122.18171644923088,-21.457062735887984,GA.GeologicProvince.466191
,0,124.76397705178378,-23.557503619523896,GA.GeologicProvince.466205
,0,126.7363003882693,-24.859708156203254,GA.GeologicProvince.466901
,0,146.04334175287,-24.959030188069107,GA.GeologicProvince.529302
,0,141.69872895978554,-26.759888417855965,GA.GeologicProvince.20489
,0,123.15729052017888,-25.507315370240555,GA.GeologicProvince.466901
,0,123.746678116953,-25.733354911598457,GA.GeologicProvince.575998
,0,132.85109261395868,-24.69806264204452,GA.GeologicProvince.364772
,0,121.5730310554208,-19.88154009977857,GA.GeologicProvince.468269
,0,136.9145696153093,-24.33102325878968,GA.GeologicProvince.512258
Mount Leslie,1,148.1389767234168,-20.94697064156428,
,0,141.92303361811565,-25.562224007718925,GA.GeologicProvince.529302
,0,131.65357978503738,-25.470173085200027,GA.GeologicProvince.576178
,0,149.36120024696442,-25.55676311206033,GA.GeologicProvince.20489
,0,138.15295192182626,-20.546111607469385,GA.GeologicProvince.468269
,0,125.17726016772389,-24.583926534551484,GA.GeologicProvince.466901
,0,142.08578026532993,-28.871136075143596,GA.GeologicProvince.20489
,0,121.3085154523698,-23.57165701717025,GA.GeologicProvince.466901
,0,124.75823542873746,-24.10191311953576,GA.GeologicProvince.466191
,0,133.42410270120607,-27.688956113007208,GA.GeologicProvince.22115
,0,147.7733954565857,-27.34847117902076,GA.GeologicProvince.27354
Copperhead (Julivon Creek),1,148.33155834126728,-20.56021267456255,
,0,139.84373143323907,-28.40252930098538,GA.GeologicProvince.20489
Cullingarai,1,147.41575964104467,-34.21417325181043,
,0,122.06848758194904,-23.20735447001761,GA.GeologicProvince.466901
,0,147.35291413866346,-28.147118868227068,GA.GeologicProvince.20489
Bodangora,1,148.99436956025545,-32.45363594531748,
,0,144.0585245290091,-34.38072642502517,GA.GeologicProvince.559207
,0,132.4127316586809,-15.662389112391615,GA.GeologicProvince.557149
,0,136.19436156895506,-26.6355019459778,GA.GeologicProvince.529551
,0,126.5631226564077,-17.147063461853307,GA.GeologicProvince.468269
,0,133.20612870235482,-20.48017686079881,GA.GeologicProvince.468269
,0,129.42163575953754,-22.800676989746336,GA.GeologicProvince.364771
,0,135.85847358415396,-25.199562129086708,GA.GeologicProvince.467262
,0,115.4504526717107,-26.962744036237773,GA.GeologicProvince.466901
,0,144.69316548415932,-21.03982569928715,GA.GeologicProvince.529801
,0,128.16894081040112,-22.060508871867697,GA.GeologicProvince.364771
,0,135.22258895799055,-26.08649793405741,GA.GeologicProvince.20489
Briggs,1,150.72775942548716,-24.00095017809206,
,0,138.53180363885645,-18.548138895269396,GA.GeologicProvince.559187
Dairy Hill,1,148.90832760104828,-33.23349590940097,
Kelly,1,119.86713387104987,-21.79821778803172,
,0,130.67213058323577,-14.468434503747686,GA.GeologicProvince.467103
,0,130.01463570048304,-22.724875871308704,GA.GeologicProvince.576193
,0,125.82894178788388,-28.568297170316296,GA.GeologicProvince.22115
Town Creek,1,146.79350521974857,-20.451364628403752,
,0,124.20425827836672,-25.19009491990183,GA.GeologicProvince.466902
Whitewash,1,150.86062278188732,-24.8371747216136,
,0,123.92421134247326,-22.897699007411056,GA.GeologicProvince.466191
,0,142.7029129924153,-25.60767438495378,GA.GeologicProvince.529302
,0,134.36726620192957,-26.559133299497457,GA.GeologicProvince.467262
,0,129.69053549357525,-28.6190651680505,GA.GeologicProvince.22115
Temora Group (porphyry),1,147.4646508553164,-34.3197769626852,
Estoril,1,147.40684010668076,-34.2452217212162,
Calgoa,1,152.2422838028882,-25.85149630336449,
Dogwood,1,148.0434338362953,-37.58269869557963,
,0,122.84637072113,-24.28662000467767,GA.GeologicProvince.22115
,0,139.50621999190548,-26.032188555981165,GA.GeologicProvince.20489
Frogmore,1,148.8854932439787,-34.26919590145884,
Yiddah,1,147.33194945230184,-34.05995230633376,
,0,133.12003069020048,-20.95940651408441,GA.GeologicProvince.364771
,0,142.52281623645,-19.547403428554844,GA.GeologicProvince.529302
Ridgeway,1,149.01716329152177,-33.43285796498588,
,0,136.5764873936986,-26.94840524818278,GA.GeologicProvince.529302
,0,131.17951270749373,-15.973528943830011,GA.GeologicProvince.467208
,0,125.92073004024247,-16.40324190893289,GA.GeologicProvince.468269
,0,129.0349904476947,-21.551125577516896,GA.GeologicProvince.576166
,0,139.91107646475038,-29.251506215291187,GA.GeologicProvince.529801
,0,138.020295276271,-24.52329603562101,GA.GeologicProvince.529801
,0,133.03825685658103,-25.15565003059369,GA.GeologicProvince.364772
,0,128.76933653264282,-23.384042597163848,GA.GeologicProvince.22078
,0,130.05948296520046,-19.7517002813786,GA.GeologicProvince.467226
,0,138.15691302463347,-26.826184220654326,GA.GeologicProvince.529551
,0,141.71224814426964,-26.04855482331665,GA.GeologicProvince.529801
,0,137.13666939869827,-20.30119141778743,GA.GeologicProvince.468265
,0,128.30133203671042,-30.49907723960311,GA.GeologicProvince.22115
,0,145.78107701702746,-26.890601550186595,GA.GeologicProvince.20489
,0,136.68778043512933,-21.381252829745893,GA.GeologicProvince.468269
,0,129.53879633272874,-15.11759246364501,GA.GeologicProvince.429252
,0,137.5686104294936,-26.813672927706385,GA.GeologicProvince.529302
,0,124.99916459277937,-24.715834263159834,GA.GeologicProvince.468269
Briggs,1,150.7464316727582,-23.97681651608603,
,0,136.23956900661014,-25.301278205039555,GA.GeologicProvince.467256
,0,136.3273251230162,-24.547433263221645,GA.GeologicProvince.529302
,0,140.13875093571286,-23.5033957337064,GA.GeologicProvince.529302
Ben Mohr,1,148.84739882861027,-21.3056081945666,
Boddington,1,116.3653693650187,-32.71461355858404,
Ruddygore,1,144.54493108856929,-17.119320529930366,
Eurowie,1,147.42429916841795,-33.84276454132544,
,0,134.19422512269014,-26.27661487517529,GA.GeologicProvince.576163
Rosevale,1,147.43260313318902,-34.31695644676141,
,0,123.91459923288156,-28.805280924093545,GA.GeologicProvince.464632
,0,141.2552009920194,-19.772667741000063,GA.GeologicProvince.559204
,0,150.4894582039757,-28.65072812066669,GA.GeologicProvince.40540
,0,140.58380171528918,-22.26637228229569,GA.GeologicProvince.529302
,0,130.5747852582212,-20.39236443443999,GA.GeologicProvince.468269
,0,138.83422509938157,-23.165490104281485,GA.GeologicProvince.364771
,0,138.4586096519399,-28.193647813174728,GA.GeologicProvince.529551
Cadia Hill-Cadia Quarry,1,149.0126809490776,-33.45593195404912,
,0,128.5411929675274,-21.41943692072254,GA.GeologicProvince.364771
,0,129.73135976253383,-25.77823263114044,GA.GeologicProvince.466901
,0,136.73599236968008,-26.66596033026489,GA.GeologicProvince.529302
Woolshed,1,147.39174207646352,-34.26691939093053,
Cadia Hill-Cadia Quarry,1,148.9999705522587,-33.44302505334764,
,0,126.4488820926524,-18.239160537882405,GA.GeologicProvince.467107
,0,124.13648770204236,-25.69273349457077,GA.GeologicProvince.22115
,0,137.35060900033565,-27.5926679555208,GA.GeologicProvince.20489
,0,146.36521433001715,-22.07143809870312,GA.GeologicProvince.550790
,0,129.4020316562638,-15.425239195719229,GA.GeologicProvince.468269
,0,142.46552910544665,-28.501698741255154,GA.GeologicProvince.529302
,0,146.47175704909944,-25.088469223446545,GA.GeologicProvince.20489
,0,128.77870528218767,-17.18359641831135,GA.GeologicProvince.468269
,0,145.60012028613755,-25.16571376690655,GA.GeologicProvince.550790
,0,124.44235488016352,-24.568327414048728,GA.GeologicProvince.466191
GRP314,1,148.04688152887996,-32.93977901815749,
,0,137.60294683477008,-20.750123713131813,GA.GeologicProvince.551269
,0,125.82214754314025,-24.366768549226173,GA.GeologicProvince.466191
Yeoval,1,148.6298191132084,-32.710436067436746,
,0,143.56581424516125,-20.04572064986255,GA.GeologicProvince.529302
,0,123.57134306447664,-22.21957527267611,GA.GeologicProvince.466191
,0,128.10980929199496,-24.19507808848339,GA.GeologicProvince.22078
,0,135.40661987646249,-20.371330774732478,GA.GeologicProvince.468269
,0,129.5149194864942,-15.775219915045191,GA.GeologicProvince.569185
,0,129.44914829313927,-29.68821039164708,GA.GeologicProvince.22115
,0,134.48830088560285,-26.76727130360412,GA.GeologicProvince.20489
,0,144.62000848486713,-28.552405067994933,GA.GeologicProvince.529302
,0,123.83729246729746,-23.489340320508,GA.GeologicProvince.466191
,0,125.28333506105685,-15.165468381336469,GA.GeologicProvince.468269
Endeavour E-28,1,148.0505042205308,-32.9379025653711,
,0,142.95098140523444,-22.04076931416723,GA.GeologicProvince.559204
,0,133.60393451383496,-21.85267851681116,GA.GeologicProvince.467256
,0,132.23498496963148,-22.802695813416328,GA.GeologicProvince.364771
,0,126.18713123257798,-21.912697083898976,GA.GeologicProvince.468269
,0,136.65928735599817,-27.039128789792496,GA.GeologicProvince.529302
,0,123.83333456881388,-23.722664996176103,GA.GeologicProvince.22115
,0,124.06960205514248,-24.450709133285027,GA.GeologicProvince.22115
,0,146.53924850724945,-29.28234476368673,GA.GeologicProvince.20489
,0,134.25933811941567,-25.082439176900344,GA.GeologicProvince.466901
,0,139.4725460515116,-24.10656685662959,GA.GeologicProvince.467256
,0,142.992043340997,-19.8339423528834,GA.GeologicProvince.529302
,0,132.8804933469611,-20.701670563350213,GA.GeologicProvince.22109
,0,145.2217677885026,-24.980450626216843,GA.GeologicProvince.20489
,0,129.9606087135639,-25.107350647714952,GA.GeologicProvince.466901
,0,116.08239236662848,-27.04229678416657,GA.GeologicProvince.464632
,0,146.05444205117908,-21.04083136468345,GA.GeologicProvince.20489
,0,142.9559388023598,-25.66635537272402,GA.GeologicProvince.529302
,0,124.9685964072094,-22.96575588652923,GA.GeologicProvince.468269
Greens Creek,1,147.50554552978397,-34.31940725439566,
,0,134.7263685557206,-17.828063810638092,GA.GeologicProvince.468269
Allendale,1,148.19380137153527,-32.55887849798565,
Yeppoon,1,150.68063023843632,-22.979648429246748,
Greenvale Project (Cockie Creek deposit),1,144.72952605242847,-19.08460005527085,
,0,146.2525346872346,-28.76362207802197,GA.GeologicProvince.20489
Mount Turner,1,143.3694407901187,-18.2408964004527,
,0,137.72488574336947,-26.02400509015868,GA.GeologicProvince.529551
,0,142.2789434119464,-22.2413756066464,GA.GeologicProvince.550790
,0,125.5024672853476,-25.755819493348188,GA.GeologicProvince.466901
,0,140.28026294717435,-28.52937254137952,GA.GeologicProvince.529511
,0,145.77646262160752,-21.705276167562992,GA.GeologicProvince.550790
,0,141.39912808390858,-28.282399290070742,GA.GeologicProvince.529511
,0,127.10740772509013,-21.325837987065597,GA.GeologicProvince.576154
,0,123.5009867496768,-25.292047719246614,GA.GeologicProvince.466902
,0,141.92205193290326,-21.859998561735743,GA.GeologicProvince.559204
,0,122.30464533256531,-22.83147063178944,GA.GeologicProvince.466206
,0,133.39295698044376,-16.139312537507283,GA.GeologicProvince.529556
,0,131.97584390121014,-20.61479708611042,GA.GeologicProvince.467256
,0,141.4777143576838,-24.02084901659082,GA.GeologicProvince.467256
Chicane,1,147.4053497644247,-34.22619467961108,
,0,131.27631898834227,-19.886990060363843,GA.GeologicProvince.22109
,0,131.40028568659602,-17.424121349986354,GA.GeologicProvince.468269
,0,135.61489083227772,-25.057618094220583,GA.GeologicProvince.20489
,0,147.06480567643783,-27.867574824181126,GA.GeologicProvince.529302
,0,148.01276937423182,-28.25811068115284,GA.GeologicProvince.27354
,0,138.29418090226702,-22.16454822784728,GA.GeologicProvince.467256
,0,125.73236579096762,-22.64773790439762,GA.GeologicProvince.468269
,0,136.96771390830085,-22.141770705970902,GA.GeologicProvince.468269
,0,141.60119935418672,-21.587482030064308,GA.GeologicProvince.559204
,0,135.6092831812381,-30.3432340786921,GA.GeologicProvince.529302
,0,137.58460272031192,-31.231231029499774,GA.GeologicProvince.513114
,0,146.73229781073982,-26.842050912029716,GA.GeologicProvince.20489
,0,132.32365702503418,-19.97785299919408,GA.GeologicProvince.22109
Dairy Hill,1,148.87871638945774,-33.2519080574872,
,0,139.31153708216405,-27.41531907911466,GA.GeologicProvince.529801
,0,135.12900247381134,-24.894295568850637,GA.GeologicProvince.466901
,0,124.84517064775656,-23.53238262516705,GA.GeologicProvince.466901
,0,145.73768589325397,-21.63003596529065,GA.GeologicProvince.20489
,0,142.53872981979512,-20.480127275736336,GA.GeologicProvince.529302
Copper Hill,1,148.85383824633806,-33.02225934332898,
,0,137.7272221696003,-23.04833379579551,GA.GeologicProvince.529556
,0,129.0142879165495,-24.992458809031188,GA.GeologicProvince.466901
Mannersley,1,150.8401464864425,-24.063932096146463,
,0,137.1174460472757,-24.40714255949001,GA.GeologicProvince.20489
,0,135.46122799005872,-16.93550404197795,GA.GeologicProvince.468269
,0,128.27833923749793,-19.470912421197788,GA.GeologicProvince.467226
,0,144.92330217722423,-25.386391367890177,GA.GeologicProvince.22077
,0,123.88071723103263,-25.6403980789796,GA.GeologicProvince.466902
Gooleys,1,149.06288359952657,-33.54332634585097,
,0,127.73021870061396,-26.68618720585246,GA.GeologicProvince.466901
,0,137.9555867127424,-26.825046780644204,GA.GeologicProvince.20489
Coppin Gap (Spinifex Ridge),1,120.1109145681365,-20.91767433790929,
Dogwood,1,148.03542873728543,-37.59054418534789,
,0,127.83374820113424,-24.20190275506587,GA.GeologicProvince.466901
Frogmore,1,148.87002155126382,-34.2773539935687,
,0,141.9137988230811,-26.645606298264223,GA.GeologicProvince.529551
,0,129.9162021545736,-16.66949611697229,GA.GeologicProvince.468269
,0,126.72458350143968,-23.83443198499524,GA.GeologicProvince.466901
,0,135.67395778429986,-23.39860630728064,GA.GeologicProvince.467256
,0,141.8827806448508,-28.71959221177928,GA.GeologicProvince.529801
,0,125.82475794023776,-21.11222411529933,GA.GeologicProvince.468269
,0,135.5298545529271,-24.31611989066112,GA.GeologicProvince.364771
,0,136.37885835604544,-24.56263291698199,GA.GeologicProvince.529801
,0,126.4926392324988,-27.521825441244975,GA.GeologicProvince.22115
,0,125.78784193201592,-23.88550033551627,GA.GeologicProvince.466191
,0,134.34586200074855,-24.309895679862585,GA.GeologicProvince.22078
Mt. Robin,1,147.00991862753423,-20.593557170410683,
,0,118.61788412807611,-24.18075800375793,GA.GeologicProvince.466901
,0,131.32860729513422,-16.297702437258206,GA.GeologicProvince.467208
,0,123.62095194384476,-26.240053154956684,GA.GeologicProvince.464632
,0,140.6066036099554,-27.25517104746623,GA.GeologicProvince.529302
,0,148.48935243660952,-24.91423827012153,GA.GeologicProvince.20489
GRP314,1,148.03287123897653,-32.90669049215949,
,0,132.07964701229326,-22.80265983593204,GA.GeologicProvince.576184
,0,132.79703158058572,-19.63707311962571,GA.GeologicProvince.468265
,0,147.39997306618736,-42.91180387461576,GA.GeologicProvince.20348
,0,130.8435689212841,-14.610191125907615,GA.GeologicProvince.429252
Mount Darcy,1,143.24002842365903,-18.256920867711223,
,0,138.46646586282247,-27.997022870481725,GA.GeologicProvince.529302
,0,127.80550202183618,-23.78856339763332,GA.GeologicProvince.364772
,0,126.7007396743616,-25.69016743084779,GA.GeologicProvince.466901
,0,134.79307374199024,-24.30671041167461,GA.GeologicProvince.467256
,0,139.37027218232728,-21.593821572936687,GA.GeologicProvince.559196
Gooleys,1,149.0827339424646,-33.557695628443106,
,0,129.86827462022757,-25.06186415341784,GA.GeologicProvince.466901
,0,122.6627805220877,-25.2665864670294,GA.GeologicProvince.468269
,0,126.53596024008478,-23.31907780185492,GA.GeologicProvince.466901
,0,129.98097043021653,-23.538619051493296,GA.GeologicProvince.467256
,0,143.87087181858234,-29.605118429206463,GA.GeologicProvince.529801
,0,146.25242858142713,-22.832012783589928,GA.GeologicProvince.559189
,0,138.20401692645035,-23.62054127490836,GA.GeologicProvince.529302
,0,136.4393629154308,-24.76997046051857,GA.GeologicProvince.529801
,0,138.56777843767978,-21.56228619540563,GA.GeologicProvince.467256
,0,144.37864106974618,-22.75207503671053,GA.GeologicProvince.529302
,0,135.47495116771464,-17.41150652396567,GA.GeologicProvince.468269
,0,132.83979627378213,-23.158848595506893,GA.GeologicProvince.364771
,0,137.02963818982542,-23.931884544184165,GA.GeologicProvince.512258
Greenvale Project (Cockie Creek deposit),1,144.7556155281832,-19.077908641957183,
