longitude,latitude,label,gravity_iso_residual,gravity_cscba,gravity_cscba_1vd,gravity_iso_residual_stddev3x3,gravity_cscba_stddev3x3,mag_uc_1_2km,mag_uc_2_4km,mag_uc_4_8km,mag_uc_8_12km,mag_uc_12_16km,mag_uc_2_4km_1vd,mag_uc_2_4km_thd,mag_uc_2_4km_stddev3x3,radio_k_pct,radio_th_ppm,radio_u_ppm,radio_th_k_ratio,radio_u_k_ratio,radio_u_th_ratio
145.2776953495292,-34.10713448518631,0,52.22359085083008,349.3928527832031,-40.59006,0.7521129,37.011612,0.5845756,0.9929702,1.5163368,1.2710406,1.2044028,-0.0007798524,0.0014894909,0.03804366,1.1045984029769895,10.030174255371094,1.3675329685211182,9.082856178283691,1.2387168407440186,0.1364521235227584
125.71410812474026,-23.94392938120792,0,-195.990966796875,-534.0884399414062,-556.97266,2.4748738,47.704494,3.9310875,5.4035206,5.3437634,1.7134662,-0.07108019,-0.013590612,0.021546971,0.5490939,0.1581484973430633,15.495624542236328,1.3025517463684082,77.47811889648438,6.512758731842041,0.0841768085956573
148.82172730896266,-21.846854451995817,1,376.4988708496094,-531.5261840820312,198.01955,0.91855866,46.13804,-15.8081455,0.00051345647,9.551896,1.4172449,-2.1600156,-0.091867566,0.09637518,2.462595,0.327474445104599,3.2125024795532227,0.5078914165496826,9.93300437927246,1.5924973487854004,0.1596170961856842
134.8512725669613,-19.14514363422185,0,10.045642852783203,-709.5623779296875,-201.86922,1.3629847,60.54647,-12.336065,-17.813541,-20.743647,-12.951694,-10.113371,0.025990235,0.028927444,0.73808485,0.281604528427124,7.375026226043701,0.8065239787101746,26.118764877319336,2.877723932266236,0.1110305786132812
142.58796849310153,-28.984737668338983,0,-34.1058464050293,114.80472564697266,-124.66106,2.21875,87.28493,-2.5774524,-4.013026,-5.520884,-3.453854,-2.26458,-0.0068110046,0.014677689,0.374207,0.4423689544200897,3.28747034072876,0.6415567398071289,7.432631492614746,1.465060830116272,0.1982355415821075
136.81413890492215,-18.7251155218202,0,-120.89600372314452,-893.4555053710938,-344.79138,0.99412334,43.117573,-5.561754,-7.591789,-7.924789,-4.3802695,-3.4189053,-0.01375172,0.016108753,0.4114887,0.3754163980484009,10.250823974609377,1.164590835571289,27.61474800109864,3.107694625854492,0.1137778535485267
135.36688875662327,-20.151999883579208,0,-23.435699462890625,-1142.7474365234375,-273.02222,1.2047726,36.7015,1.8271562,9.080926,15.6793585,6.9863353,2.2407417,0.007805767,0.02016982,0.5221314,0.3538091480731964,5.714574337005615,0.7145093679428101,16.16657066345215,2.023797035217285,0.1251522600650787
134.88680553950752,-26.30791557204168,0,-256.1297912597656,-385.729248046875,-443.74612,6.2929773,312.79077,19.642061,34.214943,50.674988,34.066383,23.5777,-0.008861511,0.032550868,0.8313616,0.8636990189552307,8.695789337158203,1.3645644187927246,10.090837478637695,1.583289384841919,0.1569958627223968
149.58313894805755,-28.03247968192808,0,-52.21497344970703,-851.5639038085938,-259.03076,0.546875,30.948545,3.17908,10.11818,21.985983,18.766752,15.402177,0.025971912,0.030532667,0.78093743,0.4336267113685608,9.344468116760254,1.4528414011001587,21.884016036987305,3.4156033992767334,0.1558745205402374
116.3675765717626,-32.74688367161753,1,176.59844970703125,23.52929878234864,-30.54982,2.304886,131.81532,-8.608853,-15.804117,-23.46201,-10.704259,-2.526875,-0.055277247,0.060329046,1.5403806,-0.0298551376909017,27.336271286010746,2.932241201400757,136.68136596679688,14.661206245422363,0.1078730747103691
