gravity_iso_residual,gravity_cscba,gravity_cscba_1vd,gravity_iso_residual_stddev3x3,gravity_cscba_stddev3x3,mag_uc_1_2km,mag_uc_2_4km,mag_uc_4_8km,mag_uc_8_12km,mag_uc_12_16km,mag_uc_2_4km_1vd,mag_uc_2_4km_thd,mag_uc_2_4km_stddev3x3,radio_k_pct,radio_th_ppm,radio_u_ppm,radio_th_k_ratio,radio_u_k_ratio,radio_u_th_ratio
381.9649658203125,-1116.4185791015625,190.2522,2.2220485,62.95534,-47.349926,-33.368477,-9.700587,3.3661706,3.7731733,-0.025130631,0.1361557,3.5579226,2.494950771331787,8.785796165466309,1.272164225578308,3.5248045921325684,0.5105206966400146,0.1447799652814865
7.623256683349609,472.0598754882813,-414.92688,0.43795317,6.1071167,-18.473124,-32.1261,-50.58586,-37.934933,-28.064957,-0.010940972,0.010983409,0.28081563,0.267763614654541,3.49151611328125,0.7950835227966309,13.070590019226074,2.970996141433716,0.2378712445497512
28.80328369140625,-687.6453857421875,-103.09105,0.9571827,65.21958,-0.16432406,-0.9796826,-2.8292117,-3.6599452,-3.9877923,-0.003762504,0.0041895467,0.10673916,0.4081439673900604,4.209397792816162,0.7761390805244446,10.307759284973145,1.9233602285385127,0.1871650665998459
71.49913024902344,316.9775695800781,-147.07872,1.6045893,11.481983,-10.746176,-15.730434,-21.956085,-15.019983,-10.545544,-0.015094143,0.0150976945,0.3861857,0.1525348573923111,3.6519954204559326,0.6602349877357483,18.248458862304688,3.2985854148864746,0.1820357739925384
412.2200317382813,1833.2933349609373,293.83563,1.875,100.02375,-38.87525,-37.739975,-26.085537,-9.90272,-5.215036,0.007267822,0.02757646,0.7336266,0.521906316280365,17.292160034179688,2.158853769302368,33.115482330322266,4.130846977233887,0.1246752962470054
-171.26806640625,492.61419677734375,-472.8215,1.954562,186.01318,-5.0890913,-9.085343,-15.597341,-13.24786,-11.279677,-0.0065232962,0.008403466,0.21463057,0.1086815074086189,29.71327018737793,2.153570413589477,148.5663604736328,10.767851829528809,0.072564922273159
134.71768188476562,2356.656982421875,-392.86246,5.8361416,72.75988,-10.733381,-71.13057,-122.69137,-89.56579,-65.8239,-0.048589233,0.10710989,2.7499113,2.693880796432495,5.5706562995910645,0.7581383585929871,2.0683162212371826,0.2873871624469757,0.1396631896495819
-106.71588134765624,-775.2300415039062,-404.13748,4.79746,87.00862,-73.753204,-120.481995,-139.27481,-58.525433,-22.341705,-0.06399176,0.07389374,1.8869412,0.5283973813056946,2.305307626724243,0.3294916749000549,4.363538265228272,0.6240203976631165,0.1441521495580673
-549.123779296875,-1851.117919921875,-926.6383,5.5789785,401.32498,52.95498,60.008003,41.87259,12.657627,3.2109463,-0.24494176,0.255089,6.517873,0.8957488536834717,16.530033111572266,1.385795831680298,18.45112609863281,1.5418413877487185,0.0833309739828109
-35.61310577392578,-223.0042724609375,-87.86228,3.098363,14.479511,-13.453379,-17.29922,-15.16143,-7.452805,-6.355978,0.0060821306,0.012954202,0.33205423,0.9324787855148317,4.778311729431152,0.8137321472167969,5.128929138183594,0.8740599751472473,0.170477494597435
-181.6140899658203,-572.186279296875,-364.41818,0.0625,5.5198507,-1.2692261,-2.1903691,-3.649731,-3.1572988,-2.9015088,-0.0006054735,0.0006103242,0.016031694,0.8642014861106873,5.357110977172852,0.9405525922775269,6.217602729797363,1.0920289754867554,0.1757264882326126
-189.8173370361328,-709.2011108398438,-600.0288,2.281892,43.502514,-2.8772345,-5.3618317,-10.003289,-9.173552,-8.213401,0.00031221198,0.0039814888,0.10160005,0.1721918731927871,4.05490779876709,0.5782308578491211,20.26869773864746,2.890263557434082,0.1437111496925354
267.3060913085937,-1307.9708251953125,74.862915,2.824281,54.772255,-24.794014,-43.431374,-50.85298,-23.51788,-12.492572,-0.009778427,0.011835954,0.30498782,1.4590822458267212,2.904561996459961,0.5741438865661621,1.9934002161026,0.3969163596630096,0.1993511170148849
175.4013214111328,-147.4829864501953,-159.34789,0.23799291,23.708557,-5.981749,-10.933621,-17.78332,-13.372993,-10.229596,0.00053346634,0.0025026733,0.063948065,0.3588284254074096,7.764613151550293,0.9961209893226624,23.34529685974121,3.065357208251953,0.1284421384334564
108.09813690185548,-202.5517578125,-133.67014,3.0596287,88.472435,-10.083507,-16.001574,-20.238932,-11.2243185,-6.871412,0.0041467743,0.004399723,0.112266466,0.2507226765155792,5.616840839385986,0.6093265414237976,22.67427444458008,2.447523355484009,0.1084220632910728
-460.6471252441406,-585.7848510742188,-868.0791,0.9013878,26.352182,8.652466,16.341682,26.985893,19.734606,14.227504,0.0066317786,0.020810075,0.53126436,1.4710493087768557,8.031903266906738,0.6548994183540344,5.453598976135254,0.4452050626277923,0.0815300121903419
