gravity_iso_residual,gravity_cscba,gravity_cscba_1vd,gravity_iso_residual_stddev3x3,gravity_cscba_stddev3x3,mag_uc_1_2km,mag_uc_2_4km,mag_uc_4_8km,mag_uc_8_12km,mag_uc_12_16km,mag_uc_2_4km_1vd,mag_uc_2_4km_thd,mag_uc_2_4km_stddev3x3,radio_k_pct,radio_th_ppm,radio_u_ppm,radio_th_k_ratio,radio_u_k_ratio,radio_u_th_ratio
1.1300243506660268,-0.6476732594391839,1.1567961105796247,0.559865992279824,0.15985500365187333,-3.381834908957418,-1.5611762238398144,-0.2975847341047733,0.2075840341563897,0.2641610729019049,-1.1474195832434613,2.114857895160738,2.160298558429448,2.9678600818499192,0.25288034649074803,0.5042314689201159,-0.7328068739311188,-0.7379410521166059,0.2592541725253289
-0.05592321582033127,0.5166182988508956,-0.6968550046305357,-0.6193513751463033,-0.5444374024703398,-1.2706053663769645,-1.5009389520384937,-1.7435204414458036,-1.8580026987694946,-1.7832414123816862,-0.49539445665150994,-0.17483864609258778,-0.17828214225725064,-0.46482704885068116,-0.7786567184424491,-0.3698026635805716,0.05357325166602788,0.716621802885177,2.0031742150231273
0.011176978668362153,-0.33339955430523444,0.2582917496855354,-0.2761609249720375,0.18790666375781293,0.06798051035977466,0.009210713128512557,-0.05457383615109728,-0.14381218326771167,-0.23492037779623665,-0.16553864359523623,-0.2991144173977672,-0.3025050855155438,-0.24846362883287237,-0.6387847144348167,-0.40450976674055217,-0.1740282585919916,0.09728935326139575,1.0532729922622408
0.14644118804759237,0.40294913381604297,0.12355841827064823,0.1517495648257806,-0.4778482058469829,-0.7056757425362449,-0.7059868648655379,-0.7310088222708615,-0.7119602790783174,-0.6566272117698603,-0.6862356775034714,-0.09957865681046534,-0.10308886526391325,-0.6424251779323856,-0.7473889441891466,-0.6168514787468883,0.4801251768317586,0.9102832311549303,0.9571836888169422
1.2258750692034353,1.5143483096965509,1.4740700330965657,0.33048048150715337,0.6190953836414571,-2.7622376857262045,-1.773130496339169,-0.8770497230751885,-0.4560312689466726,-0.3138402696916671,0.3413128393403645,0.12868740731758788,0.14484890143316137,-0.07312562464977297,1.9102595428868518,2.128688131341327,1.704867956912779,1.4022925120432412,-0.11737547047248675
-0.6226667127519346,0.5316837992321499,-0.8741850387878113,0.3830678576464976,1.6844180804684241,-0.29207716110330495,-0.3837962957295098,-0.5061274816609912,-0.6233313215239527,-0.7038368222138723,-0.29239904832371294,-0.22203189083179872,-0.2255125517027474,-0.7100148412778376,4.3303875648931545,2.119008776883508,11.215691005266232,5.325900344440944,-1.0935821174255769
0.3467231380393563,1.8979530573051753,-0.6292721385151616,2.9486404480791855,0.2813234096402357,-0.7047402794611676,-3.3920902377242927,-4.293581232406788,-4.440210047553113,-4.211391338631642,-2.225359365920424,1.583541497868775,1.5836925307913663,3.2744641025429613,-0.3735572253611338,-0.4374879301540228,-0.8527921299148407,-0.8698512287571525,0.16339935510759515
-0.4181596943966639,-0.3975956251077447,-0.6638072936249794,2.2621124574779445,0.45785099126493395,-5.3122211246666415,-5.7849188247856285,-4.880065956296183,-2.887792702354542,-1.4151984318959796,-2.933116657128828,0.9759397422314057,0.9678672801649975,-0.06312116889032436,-1.00977747680068,-1.222788677273735,-0.663712141367831,-0.6708432684295779,0.2474930233428053
-1.8197469532058488,-1.1861786687676643,-2.26421659344946,2.778665677851441,4.3519150906784985,3.951618456583384,2.966229230068784,1.5263360249743987,0.6722764369375905,0.22800615594393464,-11.24790044839637,4.290428570381857,4.272552733772975,0.5030650485070541,1.761766799566905,0.7124098791658615,0.4968208681371372,-0.12825369593684693,-0.8918969165924824
-0.19289982726484217,0.007163910225701338,0.30493715998917487,1.1390756681032248,-0.4407118437060274,-0.9036037177795709,-0.7820502407008171,-0.49071119032002997,-0.3335039880825332,-0.3872103911263555,0.28682945921234393,-0.13878819211770393,-0.14171769618114177,0.5596756319198657,-0.5279375725022303,-0.33563751254349444,-0.6006593757884586,-0.5230270069593272,0.7406573369142706
