gravity_iso_residual,gravity_cscba_1vd,gravity_cscba_stddev3x3,mag_uc_4_8km,mag_uc_8_12km,mag_uc_2_4km_thd,mag_uc_2_4km_stddev3x3,radio_k_pct,radio_u_ppm,radio_th_k_ratio
1.1300243506660268,1.1567961105796247,0.1598550036518733,-0.2975847341047733,0.2075840341563897,2.114857895160738,2.160298558429448,2.9678600818499192,0.5042314689201159,-0.7328068739311188
-0.0559232158203312,-0.6968550046305357,-0.5444374024703398,-1.7435204414458036,-1.8580026987694944,-0.1748386460925877,-0.1782821422572506,-0.4648270488506811,-0.3698026635805716,0.0535732516660278
0.0111769786683621,0.2582917496855354,0.1879066637578129,-0.0545738361510972,-0.1438121832677116,-0.2991144173977672,-0.3025050855155438,-0.2484636288328723,-0.4045097667405521,-0.1740282585919916
0.1464411880475923,0.1235584182706482,-0.4778482058469829,-0.7310088222708615,-0.7119602790783174,-0.0995786568104653,-0.1030888652639132,-0.6424251779323856,-0.6168514787468883,0.4801251768317586
1.2258750692034353,1.4740700330965657,0.6190953836414571,-0.8770497230751885,-0.4560312689466726,0.1286874073175878,0.1448489014331613,-0.0731256246497729,2.128688131341327,1.704867956912779
-0.6226667127519346,-0.8741850387878113,1.684418080468424,-0.5061274816609912,-0.6233313215239527,-0.2220318908317987,-0.2255125517027474,-0.7100148412778376,2.119008776883508,11.215691005266232
0.3467231380393563,-0.6292721385151616,0.2813234096402357,-4.293581232406788,-4.440210047553113,1.583541497868775,1.5836925307913663,3.2744641025429613,-0.4374879301540228,-0.8527921299148407
-0.4181596943966639,-0.6638072936249794,0.4578509912649339,-4.880065956296183,-2.887792702354542,0.9759397422314056,0.9678672801649976,-0.0631211688903243,-1.222788677273735,-0.663712141367831
-1.8197469532058488,-2.26421659344946,4.3519150906784985,1.526336024974399,0.6722764369375905,4.290428570381857,4.272552733772975,0.5030650485070541,0.7124098791658615,0.4968208681371372
-0.1928998272648421,0.3049371599891748,-0.4407118437060274,-0.4907111903200299,-0.3335039880825332,-0.1387881921177039,-0.1417176961811417,0.5596756319198657,-0.3356375125434944,-0.6006593757884586
-0.6554438283225474,-0.5421478920138614,-0.5517130385441548,-0.0835920636784631,-0.1186733941145579,-0.3645868419507865,-0.3672349620004102,0.4544421735277729,-0.1032965332590492,-0.5109746366702234
-0.6814324388964335,-1.2638183907997045,-0.0811459781574693,-0.3082899978432237,-0.4195634844181715,-0.3029202872928099,-0.3061724126961106,-0.6121284940798528,-0.7670868752092175,0.6465521003623861
0.7667749187052245,0.8033610962305613,0.0584747970315445,-1.752967323362061,-1.1369644986016592,-0.1592435864977864,-0.1610325933274114,1.3713114730190457,-0.7745743975068674,-0.8589636972496522
0.4756124979862873,0.0859782020919874,-0.3263732305315927,-0.5834361275295815,-0.6295895820090602,-0.3299713119920527,-0.3330412962173419,-0.324471981251682,-0.0014926342067229,0.9000017951764904
0.2623900706228533,0.1646286239201638,0.4759861893172501,-0.6702805292821421,-0.5221282031664825,-0.2952697969684469,-0.298560737266701,-0.4910916619835757,-0.7101181303842024,0.8447230865628215
-1.539445105980204,-2.0848509643767983,-0.2936213712112182,0.9998577804322476,1.0262164689805862,0.0049142606609657,0.0004409119033811,1.389755896451559,-0.626626491084953,-0.5739131316060383
0.1016188618622694,-0.7586384253626709,-0.0182749707042059,-0.4073761609073619,-0.2523919149044017,-0.2546743501929921,-0.2481956515636202,0.735373247883009,1.0988089665722118,-0.0450989973055461
0.2950617298870738,-0.3025967067242615,0.4480439364342177,-0.4257187151653523,-0.4868555511904045,-0.0752162065197578,-0.0794717195183163,-0.1116953775417275,-0.0586927706393205,0.0594780074577995
-0.2520166433883694,0.2702789956226807,-0.5443581996194683,-0.3495981087704549,-0.3624854961113555,-0.1837995608053882,-0.1873677562222592,0.5277724769477434,-0.8595116064621703,-0.576635514789642
-0.7302387196739096,-0.6697754785488136,-0.1674863030203573,-0.9018336418311552,-0.6062999387104779,-0.1301576740014482,-0.1341964395903523,0.4989569581813391,0.612376196890562,-0.1135015852351172
-0.4568750417698096,0.1325089038133927,-0.3667672419808708,-0.1268112301541698,-0.2020534609325027,-0.32353854037839,-0.326646385927493,-0.1116953775417275,-0.0586927706393205,0.0594780074577995
0.3247388216133944,0.6059378951195695,0.2967291260579901,0.014942094083227,-0.0088710528545639,0.2669335053627303,0.2612898630609808,-0.1586294459670439,-0.5748551577533305,-0.2266022608146322
-1.98648538639778,-2.6909358886382746,0.4086195993060502,-1.0210123947355842,-1.1526260289007124,-0.1499145929279559,-0.1540055339988635,1.4607575654608618,-0.1446278354276057,-0.61425601110134
0.1669652863121799,0.0154398057985234,-0.4305959064292093,-0.1105550250015061,-0.018424191235312,-0.2256989052554256,-0.2292489421889323,-0.1762176268153442,-0.4359690883088762,0.6413060997072448
0.6665764902048059,0.6540198489341574,0.6589715970065535,-1.3448550929053906,-1.0374545909708042,0.4807558218541392,0.5195067729637383,0.4426103074914979,-0.9660857871008296,-0.7698822768824438
0.2953302893691559,0.3634604372320534,-0.4433651701827122,0.554527056190575,0.8438695442788507,-0.0788260024429976,-0.082396312878668,-0.4836858824862289,-0.3202748132965108,0.610412722859672
-0.2788770994125699,-0.6223509687798311,-0.5525244521147747,-0.2119740996572835,-0.1239730879245137,-0.1402876899919795,-0.1437720333745749,-0.5119995799859349,0.2696735418220125,7.963616839886795
1.3104298051475392,1.745875250143964,0.7052345855446942,1.600955039727778,2.4801163119314222,6.905003067962516,6.882560524838879,0.3102839208267056,0.1533664448645068,0.0802733004971853
0.5927730283229825,0.3305782496386182,-0.1811950243339392,1.2910184120301471,0.7982232977878946,2.2260081247874246,2.215556624481913,0.9416618882640864,1.021126031932588,-0.4067782721736606
0.7033899984736269,0.2475276739814854,0.4276303276995344,-1.0853396413456198,-1.0178814040558164,-0.0267664961940409,-0.0304665658029367,-0.4897373646629959,-0.56498896467325,1.2940324287437688
0.0306146691099915,0.054824270051018,-0.2925140303675227,1.1665802158378398,0.6360251581241289,0.626040929573184,0.6187203004771877,-0.4193540037608805,0.0747706108197907,0.1534560859566643
0.0275452210684925,0.0298135415824506,-0.0457111454931902,3.6454224380739335,2.3656120957026783,0.708043875837548,0.7026043859609187,-0.5001313577453035,-0.8529908184268745,0.5691291630270481
-0.0106825449751326,0.0049086696853657,0.1709703488399932,-0.0902460961897487,-0.1267806754220614,-0.2253612465921757,-0.2292245723616244,-0.0416702274541063,0.2561010426763546,0.4703702584900947
0.177998413683844,0.6084577317788366,0.2355792722509293,-0.4322662474512614,-0.5231722468380707,-0.3078001820980603,-0.3109948411466188,0.106144131932922,0.7141354337590746,0.0730308436068558
0.3072237932437628,0.6326599010452403,0.1709076357426818,0.3903631513039691,0.4925052000569197,2.2328105044993687,2.218421203128455,-0.1358861252942286,-0.1716743366778464,-0.1772583978218734
-0.405583612916621,-0.9041734458698546,0.1225222883146934,-0.3626492137951708,0.2386786559686303,0.1032685092448766,0.0984753679419325,-0.3896589082955282,0.0871085117987061,1.7340709610090417
0.1682904391881725,0.332672653760384,0.0545892981883453,-0.6465139398358605,-0.4855612681228356,0.887895762548133,0.8782011587877863,0.4030848893945736,0.1593321769576877,-0.2566658497369712
1.2620457846663438,1.0610289323070656,1.0109258740791252,-0.2412923944165858,-0.3420947988202914,-0.0713742256779074,-0.065770417444509,-0.4038742990320545,-0.5688185558379125,-0.0320781933312375
-1.2156506899435944,-1.7366796343519215,-0.3809775689609764,0.3396099267447568,0.419952804604855,0.0783654557089035,0.0729216166020022,-0.7170388806294442,-0.4289451136158455,3.3551283733850825
-0.0942193438601914,0.2421276717546993,-0.1486534186632034,-0.0307702294417811,-0.0196788991187019,-0.3348711253475178,-0.3379209291801972,-0.0851552794617371,0.4246749065301846,0.1097656540470211
-0.4683561711215289,-0.1085557609062094,0.8056861130313883,-0.0762746204187711,-0.04988777799607,0.7596063969723686,0.7535721492679113,-0.0178358991175272,-0.6675663166545557,-0.074719566524193
1.110754198704287,0.5978956626357194,-0.0985820527814216,1.4892935108405465,1.6971257190897364,3.466652283750271,3.445124665118254,-0.3487133704638199,0.1519483932287979,4.089458790427365
-0.1326529149677256,0.2739071254689365,0.1780821280538634,-0.7339268449831644,-0.9427829284018376,-0.2309344163332067,-0.2342063216802076,0.4202129564096,1.1003209289122722,-0.1577085723055648
0.4687034784024251,0.4920592241175821,0.4623664086053272,0.0517533321946761,0.0268222873803787,-0.2313651465213831,-0.2346052232839221,0.1308871127452749,0.5254718862745739,0.8962868404489167
-0.2680921919672169,0.1051171988611413,0.0303069157549455,-0.0487504976172988,-0.0785075029245338,-0.2358504056221413,-0.239355655486199,-0.2422948330162749,0.1818711827960394,0.3873103884113776
-0.5347263532119155,-0.2096801515819546,-0.0657601336891593,-0.0094185893678406,-0.0252033957788612,-0.3375736147538934,-0.3407222518902174,0.1773658214335281,-0.2182777421093032,-0.199352267325584
0.8781760313018875,0.8976421474800432,0.5763058978874303,0.556850652460648,0.7031595343166623,1.3202740191422608,1.3260168950910407,2.393155902041641,1.118777439875173,-0.4508089234177316
0.0381094872365359,0.3400676970539911,-0.5250376236771007,-0.4512128829836289,-0.6183330852903359,-0.1663680031980019,-0.1705034646472874,0.5071075460850488,-0.3345754479963742,-0.4229424026854269
-0.4986988726955301,-0.9929502923299977,-0.1565446763329288,-0.0337202262703632,0.3237214206610894,0.101264892236276,0.0957582213985181,-0.4604880059090431,0.698367608101458,5.102411283418811
0.3671601013086322,-0.0491782799406743,1.7769496325928664,-0.219215895715647,-0.2391553836485396,0.084369758070019,0.0797342499946942,-0.3457249501790239,1.7613627447827551,4.268426809063575
0.1599777122942644,0.2131531108867955,-0.4884380346064672,0.289496173901422,0.1627513820337741,-0.2894849846284776,-0.2921042715761567,1.777519459124407,0.732570323420276,-0.3984832997716512
-0.3736845183833691,0.0732252419099092,0.0486975872919824,-0.4676409512216484,-0.598133937292088,-0.1604448274510862,-0.1642880169056239,-0.1116953775417275,-0.0586927706393205,0.0594780074577995
1.3681453189352322,1.4951498868252049,2.249926807360771,5.034272518034864,5.067129547449918,0.6355748158613125,0.6682544185993605,0.720274054584236,1.1594475451659985,-0.4311411740540667
-0.4662180402795716,0.1186031912968991,-0.3693360259494457,-0.1628399515468889,-0.2004377951611122,-0.272714214726473,-0.2761051837998066,-0.1116953775417275,-0.0586927706393205,0.0594780074577995
-0.0962539112554847,0.4512711219428957,-0.5368175765509708,-0.7152918872372896,-0.5279257700978626,0.2358552073664992,0.2319559411790724,-0.0786943019446848,-0.0177267374312945,-0.3928537912811538
