gravity_iso_residual,gravity_cscba,gravity_cscba_1vd,mag_uc_1_2km,mag_uc_2_4km,mag_uc_4_8km,mag_uc_8_12km,mag_uc_12_16km,mag_uc_2_4km_1vd,radio_k_pct,radio_th_ppm,radio_u_ppm,gravity_iso_residual_stddev3x3_log1p,gravity_cscba_stddev3x3_log1p,mag_uc_2_4km_thd_log1p,mag_uc_2_4km_stddev3x3_log1p,radio_th_k_ratio_log1p,radio_u_k_ratio_log1p,radio_u_th_ratio_log1p
381.9649658203125,-1116.4185791015625,190.2522,-47.349926,-33.368477,-9.700587,3.3661706,3.7731733,-0.025130631,2.494950771331787,8.785796165466309,1.272164225578308,1.1700173374037504,4.158185027275205,0.1276503707662702,1.5168669495472358,1.5095743921603302,0.4124544235978004,0.135212448479334
7.623256683349609,472.0598754882813,-414.92688,-18.473124,-32.1261,-50.58586,-37.934933,-28.064957,-0.010940972,0.267763614654541,3.49151611328125,0.7950835227966309,0.3632206927045914,1.9610966341405056,0.0109235294190122,0.247497085936339,2.644086804804714,1.3790169804623456,0.2133931660667857
28.80328369140625,-687.6453857421875,-103.09105,-0.16432406,-0.9796826,-2.8292117,-3.6599452,-3.9877923,-0.003762504,0.4081439673900604,4.209397792816162,0.7761390805244446,0.6715060412357851,4.192976189604272,0.004180794984523,0.1014179981389579,2.425489152460548,1.0727337178578724,0.1715681679642316
71.49913024902344,316.9775695800781,-147.07872,-10.746176,-15.730434,-21.956085,-15.019983,-10.545544,-0.015094143,0.1525348573923111,3.6519954204559326,0.6602349877357483,0.957275004426618,2.5242862445497,0.0149848586008617,0.326555874476816,2.9574309984278373,1.4582859952937208,0.1672381841710365
412.2200317382813,1833.2933349609373,293.83563,-38.87525,-37.739975,-26.085537,-9.90272,-5.215036,0.007267822,0.521906316280365,17.292160034179688,2.158853769302368,1.0560526742493137,4.615355637713033,0.0272030782450002,0.5502155149155601,3.52975130853245,1.6352707483293518,0.1174943684377932
-171.26806640625,492.61419677734375,-472.8215,-5.0890913,-9.085343,-15.597341,-13.24786,-11.279677,-0.0065232962,0.1086815074086189,29.71327018737793,2.153570413589477,1.0833504165216414,5.23117909565432,0.0083683534538445,0.1944399729444547,5.007740177110704,2.4653713922552885,0.0700529035759783
134.71768188476562,2356.656982421875,-392.86246,-10.733381,-71.13057,-122.69137,-89.56579,-65.8239,-0.048589233,2.693880796432495,5.5706562995910645,0.7581383585929871,1.9222234789065744,4.300814952348968,0.1017529170924118,1.3217321863692415,1.121128949001005,0.2526147088971903,0.1307327710773358
-106.71588134765624,-775.2300415039062,-404.13748,-73.753204,-120.481995,-139.27481,-58.525433,-22.341705,-0.06399176,0.5283973813056946,2.305307626724243,0.3294916749000549,1.7574198905980902,4.477434764226428,0.0712910526444459,1.0601975333102394,1.6796238814063815,0.4849048017979953,0.1346638819796176
-549.123779296875,-1851.117919921875,-926.6383,52.95498,60.008003,41.87259,12.657627,3.2109463,-0.24494176,0.8957488536834717,16.530033111572266,1.385795831680298,1.8838794901246647,5.997260169993503,0.2272064864039641,2.017283252208665,2.9679049654904266,0.9328887741835004,0.0800405298091441
-35.61310577392578,-223.0042724609375,-87.86228,-13.453379,-17.29922,-15.16143,-7.452805,-6.355978,0.0060821306,0.9324787855148317,4.778311729431152,0.8137321472167969,1.4105876256887715,2.7395172785153465,0.0128710139779963,0.2867222845026502,1.8130200427111245,0.6281071871180186,0.1574117805939156
