gravity_iso_residual,gravity_cscba,gravity_cscba_1vd,mag_uc_4_8km,radio_k_pct,radio_u_ppm,gravity_cscba_stddev3x3_log1p,mag_uc_2_4km_thd_log1p,mag_uc_2_4km_stddev3x3_log1p,radio_th_k_ratio_log1p
1.1300243506660268,-0.6476732594391839,1.1567961105796247,-0.2975847341047733,2.9678600818499192,0.5042314689201159,0.1555533993978544,2.031113768098061,1.4071639263791005,-1.2762432788999578
-0.0559232158203312,0.5166182988508956,-0.6968550046305357,-1.7435204414458036,-0.4648270488506811,-0.3698026635805716,-1.3611533995684957,-0.1780919091092841,-0.2297949569083784,0.055549112325874
0.0111769786683621,-0.3333995543052344,0.2582917496855354,-0.0545738361510972,-0.2484636288328723,-0.4045097667405521,0.1795706363070854,-0.3057068348679594,-0.4181761902175018,-0.201060411630956
0.1464411880475923,0.4029491338160429,0.1235584182706482,-0.7310088222708615,-0.6424251779323856,-0.6168514787468883,-0.9723690821582556,-0.1012260282031309,-0.1278420195390141,0.4233806214844046
1.2258750692034353,1.5143483096965509,1.4740700330965657,-0.8770497230751885,-0.0731256246497729,2.128688131341327,0.4711500660159642,0.1300195010311882,0.1605858419887539,1.0952215161686032
-0.6226667127519346,0.5316837992321499,-0.8741850387878113,-0.5061274816609912,-0.7100148412778376,2.119008776883508,0.8962688862423543,-0.2264519022638906,-0.2982165532637458,2.8302173677353566
0.3467231380393563,1.8979530573051755,-0.6292721385151616,-4.293581232406788,3.2744641025429613,-0.4374879301540228,0.254014516288464,1.540971132341335,1.155521286058524,-1.732235368400431
-0.4181596943966639,-0.3975956251077447,-0.6638072936249794,-4.880065956296183,-0.0631211688903243,-1.222788677273735,0.3759397289215809,0.964441149176947,0.8182504197133974,-1.0766239416536956
-1.8197469532058488,-1.1861786687676643,-2.26421659344946,1.526336024974399,0.5030650485070541,0.7124098791658615,1.4251144154620106,3.915341365872177,2.052492711523949,0.4356759031264917
-0.1928998272648421,0.0071639102257013,0.3049371599891748,-0.4907111903200299,0.5596756319198657,-0.3356375125434944,-0.8237895468130702,-0.1412332577971848,-0.1792107740925172,-0.9200315671107848
-0.6554438283225474,-0.2487726192822452,-0.5421478920138614,-0.0835920636784631,0.4544421735277729,-0.1032965332590492,-1.420690656589296,-0.3732861125115113,-0.5284529607161564,-0.7280972934781231
-0.6814324388964335,-0.3491990438680331,-1.2638183907997045,-0.3082899978432237,-0.6121284940798528,-0.7670868752092175,-0.0947858961595085,-0.3096285760264307,-0.4241782801349572,0.5405411529147308
0.7667749187052245,-0.7880734407913716,0.8033610962305613,-1.752967323362061,1.3713114730190457,-0.7745743975068674,0.0610419272389566,-0.1621384211855462,-0.2056840957117158,-1.761252760653891
0.4756124979862873,0.0625180105721373,0.0859782020919874,-0.5834361275295815,-0.324471981251682,-0.0014926342067229,-0.5009708767470777,-0.3375266196606051,-0.4690263122215276,0.6991363241446044
0.2623900706228533,0.022154790386634,0.1646286239201638,-0.6702805292821421,-0.4910916619835757,-0.7101181303842024,0.3873272223381487,-0.3017459883096431,-0.4117517456440883,0.6663264704973557
-1.539445105980204,-0.2587398317926919,-2.0848509643767983,0.9998577804322476,1.389755896451559,-0.626626491084953,-0.4308015474868135,0.0049815682486421,0.0005204477389818,-0.8594378324013343
0.1016188618622694,-0.965384952541786,-0.7586384253626709,-0.4073761609073619,0.735373247883009,1.0988089665722118,-0.0202399748713285,-0.259973814371842,-0.3324138395520398,-0.0488904995017174
0.2950617298870738,0.6150264433168947,-0.3025967067242615,-0.4257187151653523,-0.1116953775417275,-0.0586927706393205,0.3697024972153483,-0.0764104689673305,-0.0974149388647734,0.0615138619164463
-0.2520166433883694,0.7908897054315356,0.2702789956226807,-0.3495981087704549,0.5277724769477434,-0.8595116064621703,-1.360532716203105,-0.1872648637350507,-0.2426781358890831,-0.8654643719801639
-0.7302387196739096,0.299776680648787,-0.6697754785488136,-0.9018336418311552,0.4989569581813391,0.612376196890562,-0.212358374649547,-0.1324198954506245,-0.1690472614722137,-0.1271619910222202
-0.4568750417698096,0.2227291110859543,0.1325089038133927,-0.1268112301541698,-0.1116953775417275,-0.0586927706393205,-0.5986619156630592,-0.3308886980084411,-0.4582099981891688,0.0615138619164463
0.3247388216133944,1.2401129158721214,0.6059378951195695,0.014942094083227,-0.1586294459670439,-0.5748551577533305,0.2655555395772426,0.2687085693148104,0.2765860846405043,-0.2692557473219735
-1.98648538639778,-0.3223203752502355,-2.6909358886382746,-1.0210123947355842,1.4607575654608618,-0.1446278354276057,0.3440442419392918,-0.152601439447243,-0.1959896812189641,-0.9520771071946746
0.1669652863121799,-0.125649636010573,0.0154398057985234,-0.1105550250015061,-0.1762176268153442,-0.4359690883088762,-0.7883035763350815,-0.2302147543774112,-0.3037875593547194,0.5370211353444749
0.6665764902048059,-0.7096470523972853,0.6540198489341574,-1.3448550929053906,0.4426103074914979,-0.9660857871008296,0.4928011726563251,0.4812342769421751,0.5017437143699912,-1.3992257724395811
0.2953302893691559,-0.8864601118126739,0.3634604372320534,0.554527056190575,-0.4836858824862289,-0.3202748132965108,-0.8334072920813398,-0.0800853495218815,-0.1011441137249727,0.5160750904464165
-0.2788770994125699,0.9830866090458094,-0.6223509687798311,-0.2119740996572835,-0.5119995799859349,0.2696735418220125,-1.42766034131317,-0.142764942261799,-0.1820007945093802,2.4704859162681005
1.3104298051475392,1.397535365253564,1.745875250143964,1.600955039727778,0.3102839208267056,0.1533664448645068,0.5170975830876487,5.956571830000294,2.563717338489451,0.0822823548009687
0.5927730283229825,0.1863820317954164,0.3305782496386182,1.2910184120301471,0.9416618882640864,1.021126031932588,-0.2330159250322271,2.132064494513388,1.428888603117795,-0.5385443222524106
0.7033899984736269,0.1900190629386887,0.2475276739814854,-1.0853396413456198,-0.4897373646629959,-0.56498896467325,0.3565359603734733,-0.027156144493529,-0.036480838181412,0.9097024597807556
0.0306146691099915,0.5635721777613805,0.054824270051018,1.1665802158378398,-0.4193540037608805,0.0747706108197907,-0.4285493902412308,0.6242886394290822,0.5787764500816281,0.1525805288594041
0.0275452210684925,0.649594439326234,0.0298135415824506,3.6454224380739335,-0.5001313577453035,-0.8529908184268745,-0.0517859735868408,0.7045576504061675,0.640498844459174,0.4874878968372475
-0.0106825449751326,0.2600190004196492,0.0049086696853657,-0.0902460961897487,-0.0416702274541063,0.2561010426763546,0.1651703094080849,-0.2298682397069168,-0.3037511455456919,0.4161367057611517
0.177998413683844,0.4971152887548647,0.6084577317788366,-0.4322662474512614,0.106144131932922,0.7141354337590746,0.2185628122086895,-0.3146582304909632,-0.4321136139323068,0.0750908569418653
0.3072237932437628,-0.7813553841452745,0.6326599010452403,0.3903631513039691,-0.1358861252942286,-0.1716743366778464,0.1651164246127523,2.138225215557385,1.4300048941240628,-0.2051380167424301
-0.405583612916621,-0.0904968912603326,-0.9041734458698546,-0.3626492137951708,-0.3896589082955282,0.0871085117987061,0.1222361762448772,0.1044081743024131,0.111317015889057,1.1073564041913575
0.1682904391881725,0.0391693749489586,0.332672653760384,-0.6465139398358605,0.4030848893945736,0.1593321769576877,0.0571490515823627,0.8794234958584981,0.7608644907507435,-0.3101098501914228
1.2620457846663438,2.610360890093072,1.0610289323070656,-0.2412923944165858,-0.4038742990320545,-0.5688185558379125,0.6591715898180684,-0.0725000009047932,-0.0800864703589458,-0.03456473198021
-1.2156506899435944,-0.2249863951188534,-1.7366796343519215,0.3396099267447568,-0.7170388806294442,-0.4289451136158455,-0.6366033468445027,0.0792829425193865,0.0833412843564391,1.6375190928583243
-0.0942193438601914,0.1011969857278315,0.2421276717546993,-0.0307702294417811,-0.0851552794617371,0.4246749065301846,-0.1849510143175501,-0.3425842573436257,-0.4773411526253196,0.1111205330836678
-0.4683561711215289,-1.544821163224999,-0.1085557609062094,-0.0762746204187711,-0.0178358991175272,-0.6675663166545557,0.5670811444329128,0.754856118173642,0.6766076132841213,-0.0821459853504385
1.110754198704287,2.5337613550065705,0.5978956626357194,1.4892935108405465,-0.3487133704638199,0.1519483932287979,-0.1169699880593574,3.223763667348664,1.8364748015222785,1.8164165434143624
-0.1326529149677256,0.2473615735078176,0.2739071254689365,-0.7339268449831644,0.4202129564096,1.1003209289122722,0.1712538202002309,-0.2355883927912392,-0.3112164209645772,-0.1806728680630735
0.4687034784024251,0.0875666496019885,0.4920592241175821,0.0517533321946761,0.1308871127452749,0.5254718862745739,0.3787926710074648,-0.2360305547706863,-0.3118160578836342,0.6969598806019078
-0.2680921919672169,0.18376737987358,0.1051171988611413,-0.0487504976172988,-0.2422948330162749,0.1818711827960394,0.0323102895578499,-0.2406354688007859,-0.3189785173349441,0.3525763859604697
-0.5347263532119155,0.7265200576177258,-0.2096801515819546,-0.0094185893678406,0.1773658214335281,-0.2182777421093032,-0.0757854265250611,-0.3453743730767584,-0.4821389110522641,-0.2334148243085285
0.8781760313018875,-1.016831210291882,0.8976421474800432,0.556850652460648,2.393155902041641,1.118777439875173,0.4471361245918986,1.2933199214443858,1.0249521067135512,-0.614944996598211
0.0381094872365359,-0.2601004429322964,0.3400676970539911,-0.4512128829836289,0.5071075460850488,-0.3345754479963742,-1.223696659966986,-0.1694249131990086,-0.2188663331134792,-0.566017603417657
-0.4986988726955301,0.5696709044733458,-0.9929502923299977,-0.0337202262703632,-0.4604880059090431,0.698367608101458,-0.1963029485759821,0.1023879149522214,0.1083710098867998,2.025526124270608
0.3671601013086322,0.1842442888633727,-0.0491782799406743,-0.219215895715647,-0.3457249501790239,1.7613627447827551,0.9233025086729292,0.0853438658394082,0.0908591492325922,1.8561759718342925
0.1599777122942644,-0.2425436203391189,0.2131531108867955,0.289496173901422,1.777519459124407,0.732570323420276,-1.0213397916881457,-0.2957878576982112,-0.4013042199451015,-0.5246915724511634
-0.3736845183833691,-0.1311570377391988,0.0732252419099092,-0.4676409512216484,-0.1116953775417275,-0.0586927706393205,0.0512039535682342,-0.1633667928961054,-0.2102000453391095,0.0615138619164463
1.3681453189352322,1.7839618129680417,1.4951498868252049,5.034272518034864,0.720274054584236,1.1594475451659985,1.047033110285193,0.6336384416192465,0.615580050303754,-0.5802023036146428
-0.4662180402795716,0.5245871165460698,0.1186031912968991,-0.1628399515468889,-0.1116953775417275,-0.0586927706393205,-0.605367935549725,-0.2785252137796156,-0.375774277670418,0.0615138619164463
-0.0962539112554847,0.8308090628047035,0.4512711219428957,-0.7152918872372896,-0.0786943019446848,-0.0177267374312945,-1.3038576842888618,0.2376191240130218,0.2483317012147219,-0.5153824573250797
-0.0588584400152903,0.6255311182535666,-0.7427054798648227,4.511439308602263,-0.1992596976500456,-0.0961244854089248,-0.6216357140134865,1.4831725827067035,1.1405085862449258,0.6153316135967946
0.7536279519396721,0.9082945116939796,-0.4541692273813398,0.926794926573145,0.6895463326752547,0.9580807185435586,0.9101477744248352,5.851740967449845,2.538717424279432,-0.3464504319023893
-2.2772156852176386,-0.8492045799904939,-3.2126311332354884,-0.2154954362085877,1.289797877188099,0.0716685000183726,-0.7077390513285455,-0.3106187138124562,-0.4257499449158592,-0.2190744034319193
-0.1313472012928367,0.1600904375093569,-0.5768451399987617,0.3768231864083022,0.0505688850282463,0.0650150358135569,1.1345073968985793,0.1116932459401939,0.1385974874647275,0.4676231478314958
-0.4732078138216405,-0.2347387837096453,-0.985756456159674,8.770854887466124,-0.4359739107142606,-0.459593527171943,-0.8786438966331245,4.532149481744199,2.221716562643315,1.7859221945967296
