gravity_iso_residual,gravity_cscba,gravity_cscba_1vd,mag_uc_1_2km,mag_uc_2_4km,mag_uc_4_8km,mag_uc_8_12km,mag_uc_12_16km,mag_uc_2_4km_1vd,radio_k_pct,radio_th_ppm,radio_u_ppm,gravity_iso_residual_stddev3x3_log1p,gravity_cscba_stddev3x3_log1p,mag_uc_2_4km_thd_log1p,mag_uc_2_4km_stddev3x3_log1p,radio_th_k_ratio_log1p,radio_u_k_ratio_log1p,radio_u_th_ratio_log1p
1.1300243506660268,-0.6476732594391839,1.1567961105796247,-3.381834908957418,-1.5611762238398144,-0.2975847341047733,0.2075840341563897,0.2641610729019049,-1.1474195832434613,2.9678600818499192,0.252880346490748,0.5042314689201159,0.4959278219895885,0.1555533993978544,2.031113768098061,1.4071639263791005,-1.2762432788999578,-1.023211797569121,0.2587802850234941
-0.0559232158203312,0.5166182988508956,-0.6968550046305357,-1.2706053663769643,-1.5009389520384937,-1.7435204414458036,-1.8580026987694944,-1.7832414123816862,-0.4953944566515099,-0.4648270488506811,-0.7786567184424491,-0.3698026635805716,-0.8158321743347384,-1.3611533995684957,-0.1780919091092841,-0.2297949569083784,0.055549112325874,0.6187213813456303,1.922217020840266
0.0111769786683621,-0.3333995543052344,0.2582917496855354,0.0679805103597746,0.0092107131285125,-0.0545738361510972,-0.1438121832677116,-0.2349203777962366,-0.1655386435952362,-0.2484636288328723,-0.6387847144348167,-0.4045097667405521,-0.3145951026226775,0.1795706363070854,-0.3057068348679594,-0.4181761902175018,-0.201060411630956,0.0984274309489768,1.0323142357778017
0.1464411880475923,0.4029491338160429,0.1235584182706482,-0.7056757425362449,-0.7059868648655379,-0.7310088222708615,-0.7119602790783174,-0.6566272117698603,-0.6862356775034714,-0.6424251779323856,-0.7473889441891466,-0.6168514787468883,0.1500328758992123,-0.9723690821582556,-0.1012260282031309,-0.1278420195390141,0.4233806214844046,0.7533783930280727,0.9401859677168796
1.2258750692034353,1.5143483096965509,1.4740700330965657,-2.7622376857262045,-1.773130496339169,-0.8770497230751885,-0.4560312689466726,-0.3138402696916671,0.3413128393403645,-0.0731256246497729,1.910259542886852,2.128688131341327,0.3106341831243563,0.4711500660159642,0.1300195010311882,0.1605858419887539,1.0952215161686032,1.0540285021259366,-0.1182040422983034
-0.6226667127519346,0.5316837992321499,-0.8741850387878113,-0.2920771611033049,-0.3837962957295098,-0.5061274816609912,-0.6233313215239527,-0.7038368222138723,-0.2923990483237129,-0.7100148412778376,4.3303875648931545,2.119008776883508,0.3550172213262111,0.8962688862423543,-0.2264519022638906,-0.2982165532637458,2.8302173677353566,2.464149119173078,-1.1276073566619689
0.3467231380393563,1.8979530573051755,-0.6292721385151616,-0.7047402794611676,-3.3920902377242927,-4.293581232406788,-4.440210047553113,-4.211391338631642,-2.225359365920424,3.2744641025429613,-0.3735572253611338,-0.4374879301540228,1.7189298410185716,0.254014516288464,1.540971132341335,1.155521286058524,-1.732235368400431,-1.2947370382390624,0.1634670136051711
-0.4181596943966639,-0.3975956251077447,-0.6638072936249794,-5.3122211246666415,-5.7849188247856285,-4.880065956296183,-2.887792702354542,-1.4151984318959796,-2.933116657128828,-0.0631211688903243,-1.00977747680068,-1.222788677273735,1.4509778659897414,0.3759397289215809,0.964441149176947,0.8182504197133974,-1.0766239416536956,-0.900137839296089,0.2471085365946571
-1.8197469532058488,-1.1861786687676643,-2.26421659344946,3.951618456583384,2.966229230068784,1.526336024974399,0.6722764369375905,0.2280061559439346,-11.24790044839637,0.5030650485070541,1.761766799566905,0.7124098791658615,1.656586856681579,1.4251144154620106,3.915341365872177,2.052492711523949,0.4356759031264917,-0.1391320020040985,-0.9151024719214144
-0.1928998272648421,0.0071639102257013,0.3049371599891748,-0.9036037177795708,-0.7820502407008171,-0.4907111903200299,-0.3335039880825332,-0.3872103911263555,0.2868294592123439,0.5596756319198657,-0.5279375725022303,-0.3356375125434944,0.887067872645318,-0.8237895468130702,-0.1412332577971848,-0.1792107740925172,-0.9200315671107848,-0.6568750043281998,0.7311113877495072
-0.6554438283225474,-0.2487726192822452,-0.5421478920138614,-0.0128006588467534,-0.0494900288899648,-0.0835920636784631,-0.1186733941145579,-0.1650651596453593,-0.0204708014845025,0.4544421735277729,-0.4151643774094246,-0.1032965332590492,-1.3078191247564446,-1.420690656589296,-0.3732861125115113,-0.5284529607161564,-0.7280972934781231,-0.4699679854819877,0.8263137302872843
-0.6814324388964335,-0.3491990438680331,-1.2638183907997045,-0.1303647450221383,-0.2032599832950477,-0.3082899978432237,-0.4195634844181715,-0.506654982582874,0.0216975121633868,-0.6121284940798528,-0.6688855314396056,-0.7670868752092175,0.525848606555388,-0.0947858961595085,-0.3096285760264307,-0.4241782801349572,0.5405411529147308,0.5838292510681127,0.2389060595720796
0.7667749187052245,-0.7880734407913716,0.8033610962305613,-1.7327358233230403,-2.049080830652156,-1.752967323362061,-1.1369644986016592,-0.7818339977385934,-0.4419746703977429,1.3713114730190457,-0.893018807517507,-0.7745743975068674,0.7745286238248213,0.0610419272389566,-0.1621384211855462,-0.2056840957117158,-1.761252760653891,-1.156031121100152,1.24960386205668
0.4756124979862873,0.0625180105721373,0.0859782020919874,-0.3573408044822331,-0.473410981328488,-0.5834361275295815,-0.6295895820090602,-0.6363096644036954,0.0318643105401498,-0.324471981251682,0.053913136869903,-0.0014926342067229,-1.0592749746181829,-0.5009708767470777,-0.3375266196606051,-0.4690263122215276,0.6991363241446044,0.658615537695055,-0.0470612947431664
0.2623900706228533,0.022154790386634,0.1646286239201638,-0.6572269437477832,-0.7191332237213524,-0.6702805292821421,-0.5221282031664825,-0.420356208504949,0.1978984329975469,-0.4910916619835757,-0.3645586336440822,-0.7101181303842024,0.871628273842896,0.3873272223381487,-0.3017459883096431,-0.4117517456440883,0.6663264704973557,0.3785867832083516,-0.4279291429256195
-1.539445105980204,-0.2587398317926919,-2.0848509643767983,0.7125902439930796,0.8490457610889767,0.9998577804322476,1.0262164689805862,0.936443724410387,0.3120861836185479,1.389755896451559,0.1059919197001856,-0.626626491084953,-0.3616190010243043,-0.4308015474868135,0.0049815682486421,0.0005204477389818,-0.8594378324013343,-1.0983012996269603,-0.9505031203729356
0.1016188618622694,-0.965384952541786,-0.7586384253626709,-0.643446574678392,-0.5083226757150633,-0.4073761609073619,-0.2523919149044017,-0.1660234054225526,-0.1542718473413967,0.735373247883009,0.952687527488832,1.0988089665722118,-0.3778496910944646,-0.0202399748713285,-0.259973814371842,-0.3324138395520398,-0.0488904995017174,-0.1419082502345449,-0.0335799566733435
0.2950617298870738,0.6150264433168947,-0.3025967067242615,-0.332552188156155,-0.3765350585509097,-0.4257187151653523,-0.4868555511904045,-0.5422825852726656,-0.6115352371760485,-0.1116953775417275,-0.0251123198093698,-0.0586927706393205,0.2670641885747492,0.3697024972153483,-0.0764104689673305,-0.0974149388647734,0.0615138619164463,0.0630314120961676,-0.021095192591258
-0.2520166433883694,0.7908897054315356,0.2702789956226807,-0.4066398182062222,-0.3802822605283812,-0.3495981087704549,-0.3624854961113555,-0.4085547222632534,0.3367150373106106,0.5277724769477434,-0.4962700662667829,-0.8595116064621703,-0.8583876932669201,-1.360532716203105,-0.1872648637350507,-0.2426781358890831,-0.8654643719801639,-0.941537615015786,-0.414398052118953
-0.7302387196739096,0.299776680648787,-0.6697754785488136,-1.0014707022195226,-1.0304545555758942,-0.9018336418311552,-0.6062999387104779,-0.3258384055714225,0.232586208385989,0.4989569581813391,0.4497075383366426,0.612376196890562,0.7213724323534194,-0.212358374649547,-0.1324198954506245,-0.1690472614722137,-0.1271619910222202,-0.1689305634384313,0.0961446707659022
